state2,year2,demwon,marginvvv
10.0,2007.0,1.0,50.79999923706055
10.0,2008.0,1.0,50.79999923706055
11.0,1979.0,0.0,-144.0
11.0,1980.0,0.0,-144.0
11.0,1981.0,0.0,-421.0
11.0,1982.0,0.0,-421.0
11.0,1983.0,0.0,-421.0
11.0,1984.0,0.0,-421.0
11.0,1985.0,0.0,-110.0
11.0,1986.0,0.0,-110.0
11.0,1987.0,0.0,-110.0
11.0,1988.0,0.0,-110.0
11.0,1989.0,0.0,-414.0
11.0,1990.0,0.0,-414.0
11.0,1991.0,0.0,-414.0
11.0,1992.0,0.0,-414.0
12.0,1979.0,1.0,111.80000305175781
12.0,1980.0,1.0,111.80000305175781
12.0,1981.0,1.0,111.80000305175781
12.0,1982.0,1.0,111.80000305175781
12.0,1983.0,1.0,294.0
12.0,1984.0,1.0,294.0
12.0,1985.0,1.0,294.0
12.0,1986.0,1.0,294.0
12.0,1987.0,0.0,-91.19999694824219
12.0,1988.0,0.0,-91.19999694824219
12.0,1989.0,0.0,-91.19999694824219
12.0,1990.0,0.0,-91.19999694824219
12.0,1991.0,1.0,130.3000030517578
12.0,1992.0,1.0,130.3000030517578
12.0,1993.0,1.0,130.3000030517578
12.0,1994.0,1.0,130.3000030517578
12.0,1995.0,1.0,15.199999809265137
12.0,1996.0,1.0,15.199999809265137
12.0,1997.0,1.0,15.199999809265137
12.0,1998.0,1.0,15.199999809265137
12.0,1999.0,0.0,-105.5
12.0,2000.0,0.0,-105.5
12.0,2001.0,0.0,-105.5
12.0,2002.0,0.0,-105.5
12.0,2003.0,0.0,-128.5
12.0,2004.0,0.0,-128.5
12.0,2005.0,0.0,-128.5
12.0,2006.0,0.0,-128.5
12.0,2007.0,0.0,-70.69999694824219
12.0,2008.0,0.0,-70.69999694824219
13.0,1979.0,1.0,613.0
13.0,1980.0,1.0,613.0
13.0,1981.0,1.0,613.0
13.0,1982.0,1.0,613.0
13.0,1983.0,1.0,256.0
13.0,1984.0,1.0,256.0
13.0,1985.0,1.0,256.0
13.0,1986.0,1.0,256.0
13.0,1987.0,1.0,410.0
13.0,1988.0,1.0,410.0
13.0,1989.0,1.0,410.0
13.0,1990.0,1.0,410.0
13.0,1991.0,1.0,83.5
13.0,1992.0,1.0,83.5
13.0,1993.0,1.0,83.5
13.0,1994.0,1.0,83.5
13.0,1995.0,1.0,21.0
13.0,1996.0,1.0,21.0
13.0,1997.0,1.0,21.0
13.0,1998.0,1.0,21.0
13.0,1999.0,1.0,84.19999694824219
13.0,2000.0,1.0,84.19999694824219
13.0,2001.0,1.0,84.19999694824219
13.0,2002.0,1.0,84.19999694824219
13.0,2003.0,0.0,-51.599998474121094
13.0,2004.0,0.0,-51.599998474121094
13.0,2005.0,0.0,-51.599998474121094
13.0,2006.0,0.0,-51.599998474121094
13.0,2007.0,0.0,-197.1999969482422
13.0,2008.0,0.0,-197.1999969482422
15.0,1979.0,1.0,102.0
15.0,1980.0,1.0,102.0
15.0,1981.0,1.0,102.0
15.0,1982.0,1.0,102.0
15.0,1983.0,1.0,165.89999389648438
15.0,1984.0,1.0,165.89999389648438
15.0,1985.0,1.0,165.89999389648438
15.0,1986.0,1.0,165.89999389648438
15.0,1987.0,1.0,39.0
15.0,1988.0,1.0,39.0
15.0,1989.0,1.0,39.0
15.0,1990.0,1.0,39.0
15.0,1991.0,1.0,212.1999969482422
15.0,1992.0,1.0,212.1999969482422
15.0,1993.0,1.0,212.1999969482422
15.0,1994.0,1.0,212.1999969482422
15.0,1995.0,1.0,59.099998474121094
15.0,1996.0,1.0,59.099998474121094
15.0,1997.0,1.0,59.099998474121094
15.0,1998.0,1.0,59.099998474121094
15.0,1999.0,1.0,12.899999618530273
15.0,2000.0,1.0,12.899999618530273
15.0,2001.0,1.0,12.899999618530273
15.0,2002.0,1.0,12.899999618530273
15.0,2003.0,0.0,-45.5
15.0,2004.0,0.0,-45.5
15.0,2005.0,0.0,-45.5
15.0,2006.0,0.0,-45.5
15.0,2007.0,0.0,-271.79998779296875
15.0,2008.0,0.0,-271.79998779296875
16.0,1979.0,1.0,192.0
16.0,1980.0,1.0,192.0
16.0,1981.0,1.0,192.0
16.0,1982.0,1.0,192.0
16.0,1983.0,1.0,12.800000190734863
16.0,1984.0,1.0,12.800000190734863
16.0,1985.0,1.0,12.800000190734863
16.0,1986.0,1.0,12.800000190734863
16.0,1987.0,1.0,9.399999618530273
16.0,1988.0,1.0,9.399999618530273
16.0,1989.0,1.0,9.399999618530273
16.0,1990.0,1.0,9.399999618530273
16.0,1991.0,1.0,364.20001220703125
16.0,1992.0,1.0,364.20001220703125
16.0,1993.0,1.0,364.20001220703125
16.0,1994.0,1.0,364.20001220703125
16.0,1995.0,0.0,-84.0999984741211
16.0,1996.0,0.0,-84.0999984741211
16.0,1997.0,0.0,-84.0999984741211
16.0,1998.0,0.0,-84.0999984741211
16.0,1999.0,0.0,-386.29998779296875
16.0,2000.0,0.0,-386.29998779296875
16.0,2001.0,0.0,-386.29998779296875
16.0,2002.0,0.0,-386.29998779296875
16.0,2003.0,0.0,-145.5
16.0,2004.0,0.0,-145.5
16.0,2005.0,0.0,-145.5
16.0,2006.0,0.0,-145.5
16.0,2007.0,0.0,-85.5999984741211
16.0,2008.0,0.0,-85.5999984741211
17.0,1979.0,0.0,-189.39999389648438
17.0,1980.0,0.0,-189.39999389648438
17.0,1981.0,0.0,-189.39999389648438
17.0,1982.0,0.0,-189.39999389648438
17.0,1983.0,0.0,-1.399999976158142
17.0,1984.0,0.0,-1.399999976158142
17.0,1985.0,0.0,-1.399999976158142
17.0,1986.0,0.0,-1.399999976158142
17.0,1987.0,0.0,-127.0
17.0,1988.0,0.0,-127.0
17.0,1989.0,0.0,-127.0
17.0,1990.0,0.0,-127.0
17.0,1991.0,0.0,-25.799999237060547
17.0,1992.0,0.0,-25.799999237060547
17.0,1993.0,0.0,-25.799999237060547
17.0,1994.0,0.0,-25.799999237060547
17.0,1995.0,0.0,-294.29998779296875
17.0,1996.0,0.0,-294.29998779296875
17.0,1997.0,0.0,-294.29998779296875
17.0,1998.0,0.0,-294.29998779296875
17.0,1999.0,0.0,-35.70000076293945
17.0,2000.0,0.0,-35.70000076293945
17.0,2001.0,0.0,-35.70000076293945
17.0,2002.0,0.0,-35.70000076293945
17.0,2003.0,1.0,71.19999694824219
17.0,2004.0,1.0,71.19999694824219
17.0,2005.0,1.0,71.19999694824219
17.0,2006.0,1.0,71.19999694824219
17.0,2007.0,1.0,105.30000305175781
17.0,2008.0,1.0,105.30000305175781
18.0,1979.0,0.0,-142.0
18.0,1980.0,0.0,-142.0
18.0,1981.0,0.0,-158.0
18.0,1982.0,0.0,-158.0
18.0,1983.0,0.0,-158.0
18.0,1984.0,0.0,-158.0
18.0,1985.0,0.0,-49.0
18.0,1986.0,0.0,-49.0
18.0,1987.0,0.0,-49.0
18.0,1988.0,0.0,-49.0
18.0,1989.0,1.0,64.0
18.0,1990.0,1.0,64.0
18.0,1991.0,1.0,64.0
18.0,1992.0,1.0,64.0
18.0,1993.0,1.0,251.0
18.0,1994.0,1.0,251.0
18.0,1995.0,1.0,251.0
18.0,1996.0,1.0,251.0
18.0,1997.0,1.0,47.400001525878906
18.0,1998.0,1.0,47.400001525878906
18.0,1999.0,1.0,47.400001525878906
18.0,2000.0,1.0,47.400001525878906
18.0,2001.0,1.0,148.8000030517578
18.0,2002.0,1.0,148.8000030517578
18.0,2003.0,1.0,148.8000030517578
18.0,2004.0,1.0,148.8000030517578
18.0,2005.0,0.0,-77.19999694824219
18.0,2006.0,0.0,-77.19999694824219
18.0,2007.0,0.0,-77.19999694824219
18.0,2008.0,0.0,-77.19999694824219
19.0,1979.0,0.0,-173.0
19.0,1980.0,0.0,-173.0
19.0,1981.0,0.0,-173.0
19.0,1982.0,0.0,-173.0
19.0,1983.0,0.0,-62.0
19.0,1984.0,0.0,-62.0
19.0,1985.0,0.0,-62.0
19.0,1986.0,0.0,-62.0
19.0,1987.0,0.0,-39.0
19.0,1988.0,0.0,-39.0
19.0,1989.0,0.0,-39.0
19.0,1990.0,0.0,-39.0
19.0,1991.0,0.0,-217.60000610351562
19.0,1992.0,0.0,-217.60000610351562
19.0,1993.0,0.0,-217.60000610351562
19.0,1994.0,0.0,-217.60000610351562
19.0,1995.0,0.0,-152.39999389648438
19.0,1996.0,0.0,-152.39999389648438
19.0,1997.0,0.0,-152.39999389648438
19.0,1998.0,0.0,-152.39999389648438
19.0,1999.0,1.0,57.900001525878906
19.0,2000.0,1.0,57.900001525878906
19.0,2001.0,1.0,57.900001525878906
19.0,2002.0,1.0,57.900001525878906
19.0,2003.0,1.0,81.80000305175781
19.0,2004.0,1.0,81.80000305175781
19.0,2005.0,1.0,81.80000305175781
19.0,2006.0,1.0,81.80000305175781
19.0,2007.0,1.0,96.4000015258789
19.0,2008.0,1.0,96.4000015258789
20.0,1979.0,1.0,21.0
20.0,1980.0,1.0,21.0
20.0,1981.0,1.0,21.0
20.0,1982.0,1.0,21.0
20.0,1983.0,1.0,87.0
20.0,1984.0,1.0,87.0
20.0,1985.0,1.0,87.0
20.0,1986.0,1.0,87.0
20.0,1987.0,0.0,-38.0
20.0,1988.0,0.0,-38.0
20.0,1989.0,0.0,-38.0
20.0,1990.0,0.0,-38.0
20.0,1991.0,1.0,60.0
20.0,1992.0,1.0,60.0
20.0,1993.0,1.0,60.0
20.0,1994.0,1.0,60.0
20.0,1995.0,0.0,-281.79998779296875
20.0,1996.0,0.0,-281.79998779296875
20.0,1997.0,0.0,-281.79998779296875
20.0,1998.0,0.0,-281.79998779296875
20.0,1999.0,0.0,-507.20001220703125
20.0,2000.0,0.0,-507.20001220703125
20.0,2001.0,0.0,-507.20001220703125
20.0,2002.0,0.0,-507.20001220703125
20.0,2003.0,1.0,77.80000305175781
20.0,2004.0,1.0,77.80000305175781
20.0,2005.0,1.0,77.80000305175781
20.0,2006.0,1.0,77.80000305175781
20.0,2007.0,1.0,174.60000610351562
20.0,2008.0,1.0,174.60000610351562
21.0,1979.0,1.0,256.0
21.0,1980.0,1.0,188.1999969482422
21.0,1981.0,1.0,188.1999969482422
21.0,1982.0,1.0,188.1999969482422
21.0,1983.0,1.0,188.1999969482422
21.0,1984.0,1.0,103.0
21.0,1985.0,1.0,103.0
21.0,1986.0,1.0,103.0
21.0,1987.0,1.0,103.0
21.0,1988.0,1.0,298.0
21.0,1989.0,1.0,298.0
21.0,1990.0,1.0,298.0
21.0,1991.0,1.0,298.0
21.0,1992.0,1.0,294.6000061035156
21.0,1993.0,1.0,294.6000061035156
21.0,1994.0,1.0,294.6000061035156
21.0,1995.0,1.0,294.6000061035156
21.0,1996.0,1.0,21.700000762939453
21.0,1997.0,1.0,21.700000762939453
21.0,1998.0,1.0,21.700000762939453
21.0,1999.0,1.0,21.700000762939453
21.0,2000.0,1.0,385.0
21.0,2001.0,1.0,385.0
21.0,2002.0,1.0,385.0
21.0,2003.0,1.0,385.0
21.0,2004.0,0.0,-100.80000305175781
21.0,2005.0,0.0,-100.80000305175781
21.0,2006.0,0.0,-100.80000305175781
21.0,2007.0,0.0,-100.80000305175781
21.0,2008.0,1.0,174.1999969482422
22.0,1979.0,1.0,380.6000061035156
22.0,1980.0,0.0,-7.0
22.0,1981.0,0.0,-7.0
22.0,1982.0,0.0,-7.0
22.0,1983.0,0.0,-7.0
22.0,1984.0,1.0,261.0
22.0,1985.0,1.0,261.0
22.0,1986.0,1.0,261.0
22.0,1987.0,1.0,261.0
22.0,1988.0,1.0,999.0
22.0,1989.0,1.0,999.0
22.0,1990.0,1.0,999.0
22.0,1991.0,1.0,999.0
22.0,1992.0,1.0,223.39999389648438
22.0,1993.0,1.0,223.39999389648438
22.0,1994.0,1.0,223.39999389648438
22.0,1995.0,1.0,223.39999389648438
22.0,1996.0,0.0,-270.0
22.0,1997.0,0.0,-270.0
22.0,1998.0,0.0,-270.0
22.0,1999.0,0.0,-270.0
22.0,2000.0,0.0,-326.3999938964844
22.0,2001.0,0.0,-326.3999938964844
22.0,2002.0,0.0,-326.3999938964844
22.0,2003.0,0.0,-326.3999938964844
22.0,2004.0,1.0,39.0
22.0,2005.0,1.0,39.0
22.0,2006.0,1.0,39.0
22.0,2007.0,1.0,39.0
22.0,2008.0,0.0,-367.1000061035156
23.0,1979.0,1.0,134.0
23.0,1980.0,1.0,134.0
23.0,1981.0,1.0,134.0
23.0,1982.0,1.0,134.0
23.0,1983.0,1.0,234.0
23.0,1984.0,1.0,234.0
23.0,1985.0,1.0,234.0
23.0,1986.0,1.0,234.0
23.0,1987.0,0.0,-97.0
23.0,1988.0,0.0,-97.0
23.0,1989.0,0.0,-97.0
23.0,1990.0,0.0,-97.0
23.0,1991.0,0.0,-26.200000762939453
23.0,1992.0,0.0,-26.200000762939453
23.0,1993.0,0.0,-26.200000762939453
23.0,1994.0,0.0,-26.200000762939453
23.0,2003.0,1.0,56.79999923706055
23.0,2004.0,1.0,56.79999923706055
23.0,2005.0,1.0,56.79999923706055
23.0,2006.0,1.0,56.79999923706055
23.0,2007.0,1.0,79.0
23.0,2008.0,1.0,79.0
24.0,1979.0,1.0,419.0
24.0,1980.0,1.0,419.0
24.0,1981.0,1.0,419.0
24.0,1982.0,1.0,419.0
24.0,1983.0,1.0,239.0
24.0,1984.0,1.0,239.0
24.0,1985.0,1.0,239.0
24.0,1986.0,1.0,239.0
24.0,1987.0,1.0,647.4000244140625
24.0,1988.0,1.0,647.4000244140625
24.0,1989.0,1.0,647.4000244140625
24.0,1990.0,1.0,647.4000244140625
24.0,1991.0,1.0,195.3000030517578
24.0,1992.0,1.0,195.3000030517578
24.0,1993.0,1.0,195.3000030517578
24.0,1994.0,1.0,195.3000030517578
24.0,1995.0,1.0,4.300000190734863
24.0,1996.0,1.0,4.300000190734863
24.0,1997.0,1.0,4.300000190734863
24.0,1998.0,1.0,4.300000190734863
24.0,1999.0,1.0,103.19999694824219
24.0,2000.0,1.0,103.19999694824219
24.0,2001.0,1.0,103.19999694824219
24.0,2002.0,1.0,103.19999694824219
24.0,2003.0,0.0,-38.70000076293945
24.0,2004.0,0.0,-38.70000076293945
24.0,2005.0,0.0,-38.70000076293945
24.0,2006.0,0.0,-38.70000076293945
24.0,2007.0,1.0,65.30000305175781
24.0,2008.0,1.0,65.30000305175781
25.0,1979.0,1.0,53.20000076293945
25.0,1980.0,1.0,53.20000076293945
25.0,1981.0,1.0,53.20000076293945
25.0,1982.0,1.0,53.20000076293945
25.0,1983.0,1.0,228.89999389648438
25.0,1984.0,1.0,228.89999389648438
25.0,1985.0,1.0,228.89999389648438
25.0,1986.0,1.0,228.89999389648438
25.0,1987.0,1.0,375.5
25.0,1988.0,1.0,375.5
25.0,1989.0,1.0,375.5
25.0,1990.0,1.0,375.5
25.0,1991.0,0.0,-32.5
25.0,1992.0,0.0,-32.5
25.0,1993.0,0.0,-32.5
25.0,1994.0,0.0,-32.5
25.0,1995.0,0.0,-425.8999938964844
25.0,1996.0,0.0,-425.8999938964844
25.0,1997.0,0.0,-425.8999938964844
25.0,1998.0,0.0,-425.8999938964844
25.0,1999.0,0.0,-34.29999923706055
25.0,2000.0,0.0,-34.29999923706055
25.0,2001.0,0.0,-34.29999923706055
25.0,2002.0,0.0,-34.29999923706055
25.0,2003.0,0.0,-48.29999923706055
25.0,2004.0,0.0,-48.29999923706055
25.0,2005.0,0.0,-48.29999923706055
25.0,2006.0,0.0,-48.29999923706055
25.0,2007.0,1.0,203.10000610351562
25.0,2008.0,1.0,203.10000610351562
26.0,1979.0,0.0,-136.0
26.0,1980.0,0.0,-136.0
26.0,1981.0,0.0,-136.0
26.0,1982.0,0.0,-136.0
26.0,1983.0,1.0,63.0
26.0,1984.0,1.0,63.0
26.0,1985.0,1.0,63.0
26.0,1986.0,1.0,63.0
26.0,1987.0,1.0,367.0
26.0,1988.0,1.0,367.0
26.0,1989.0,1.0,367.0
26.0,1990.0,1.0,367.0
26.0,1991.0,0.0,-6.900000095367432
26.0,1992.0,0.0,-6.900000095367432
26.0,1993.0,0.0,-6.900000095367432
26.0,1994.0,0.0,-6.900000095367432
26.0,1995.0,0.0,-230.10000610351562
26.0,1996.0,0.0,-230.10000610351562
26.0,1997.0,0.0,-230.10000610351562
26.0,1998.0,0.0,-230.10000610351562
26.0,1999.0,0.0,-244.1999969482422
26.0,2000.0,0.0,-244.1999969482422
26.0,2001.0,0.0,-244.1999969482422
26.0,2002.0,0.0,-244.1999969482422
26.0,2003.0,1.0,40.20000076293945
26.0,2004.0,1.0,40.20000076293945
26.0,2005.0,1.0,40.20000076293945
26.0,2006.0,1.0,40.20000076293945
26.0,2007.0,1.0,140.60000610351562
26.0,2008.0,1.0,140.60000610351562
27.0,1979.0,0.0,-70.5
27.0,1980.0,0.0,-70.5
27.0,1981.0,0.0,-70.5
27.0,1982.0,0.0,-70.5
27.0,1983.0,1.0,186.1999969482422
27.0,1984.0,1.0,186.1999969482422
27.0,1985.0,1.0,186.1999969482422
27.0,1986.0,1.0,186.1999969482422
27.0,1987.0,1.0,129.3000030517578
27.0,1988.0,1.0,129.3000030517578
27.0,1989.0,1.0,129.3000030517578
27.0,1990.0,1.0,129.3000030517578
27.0,1991.0,0.0,-33.5
27.0,1992.0,0.0,-33.5
27.0,1993.0,0.0,-33.5
27.0,1994.0,0.0,-33.5
27.0,1995.0,0.0,-292.20001220703125
27.0,1996.0,0.0,-292.20001220703125
27.0,1997.0,0.0,-292.20001220703125
27.0,1998.0,0.0,-292.20001220703125
27.0,2003.0,0.0,-79.0999984741211
27.0,2004.0,0.0,-79.0999984741211
27.0,2005.0,0.0,-79.0999984741211
27.0,2006.0,0.0,-79.0999984741211
27.0,2007.0,0.0,-9.600000381469727
27.0,2008.0,0.0,-9.600000381469727
28.0,1979.0,1.0,70.0
28.0,1980.0,1.0,221.39999389648438
28.0,1981.0,1.0,221.39999389648438
28.0,1982.0,1.0,221.39999389648438
28.0,1983.0,1.0,221.39999389648438
28.0,1984.0,1.0,162.0
28.0,1985.0,1.0,162.0
28.0,1986.0,1.0,162.0
28.0,1987.0,1.0,162.0
28.0,1988.0,1.0,69.0
28.0,1989.0,1.0,69.0
28.0,1990.0,1.0,69.0
28.0,1991.0,1.0,69.0
28.0,1992.0,0.0,-32.400001525878906
28.0,1993.0,0.0,-32.400001525878906
28.0,1994.0,0.0,-32.400001525878906
28.0,1995.0,0.0,-32.400001525878906
28.0,1996.0,0.0,-111.19999694824219
28.0,1997.0,0.0,-111.19999694824219
28.0,1998.0,0.0,-111.19999694824219
28.0,1999.0,0.0,-111.19999694824219
28.0,2000.0,1.0,11.0
28.0,2001.0,1.0,11.0
28.0,2002.0,1.0,11.0
28.0,2003.0,1.0,11.0
28.0,2004.0,0.0,-67.80000305175781
28.0,2005.0,0.0,-67.80000305175781
28.0,2006.0,0.0,-67.80000305175781
