state,year,sid,cdl,pre2_cdl,caselaw,anywhere,assumption,civil,homicide_c,robbery_gun_r,jhcitizen_c,jhpolice_c,homicide,robbery,assault,burglary,larceny,motor,murder,hc_felonywsus,jhcitizen,jhpolice,population,police,unemployrt,income,blackm_15_24,whitem_15_24,blackm_25_44,whitem_25_44,prisoner,lagprisoner,poverty,exp_subsidy,exp_pubwelfare,northeast,midwest,south,west,effyear
Alaska,2000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.3653061091899872,0.0,2.0,4.4438371658325195,80.64741516113281,418.04986572265625,641.7230224609375,2771.30859375,386.7784423828125,3.950077533721924,0.8229328393936157,0.16458657383918762,0.4937596917152405,607583.0,293.95160825763725,6.199999809265137,66910.0,0.33065441250801086,4.9629435539245605,0.6833634376525879,12.253634452819824,686.8197631835938,637.4495849609375,8.631248734740767,355.6733093261719,1906.70947265625,0.0,0.0,0.0,1.0,2006.0
Alaska,2001.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.36770427227020264,1.0,1.0,6.335992813110352,83.50513458251953,435.55889892578125,624.9888305664062,2712.292236328125,425.3238220214844,5.523685932159424,0.8123067617416382,0.32492271065711975,0.32492271065711975,615531.0,295.8421265541459,6.199999809265137,70645.0,0.36147651076316833,5.221670627593994,0.6792508959770203,11.714113235473633,742.61083984375,686.8197631835938,8.830911846844431,302.9398193359375,2045.476806640625,0.0,0.0,0.0,1.0,2006.0
Alaska,2002.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.384458065032959,0.0,3.0,5.286326885223389,78.33374786376953,415.5373229980469,626.0292358398438,2841.640869140625,395.833740234375,5.446518421173096,0.6407668590545654,0.16019171476364136,0.6407668590545654,624252.0,297.47601929989816,7.099999904632568,63960.0,0.3926298916339874,5.386606693267822,0.680334210395813,11.237448692321777,704.523193359375,742.61083984375,9.440418292612598,306.4710388183594,2234.010498046875,0.0,0.0,0.0,1.0,2006.0
Alaska,2003.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.3026905953884125,0.0,2.0,6.192127227783203,70.81253051757812,442.49896240234375,615.0846557617188,2866.00244140625,390.7391052246094,6.192127227783203,1.5877249240875244,0.15877249836921692,0.47631749510765076,629832.0,287.6957664901117,7.699999809265137,61452.0,0.38581717014312744,5.530522346496582,0.6619225740432739,10.820186614990234,718.7631225585938,704.523193359375,10.022672712723393,280.5953063964844,2470.201171875,0.0,0.0,0.0,1.0,2006.0
Alaska,2004.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,0.3333333432674408,3.0,2.0,5.817948341369629,70.287109375,490.12286376953125,593.2734985351562,2540.87109375,352.22174072265625,5.660706520080566,0.3144837021827698,0.6289674043655396,0.47172555327415466,635963.0,298.13055162014143,7.400000095367432,63559.0,0.4343020021915436,5.875341892242432,0.6701647639274597,10.628763198852539,716.0794067382812,718.7631225585938,10.167258158100392,374.96636962890625,2671.109375,0.0,0.0,0.0,1.0,2006.0
Alaska,2005.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.30912476778030396,0.0,1.0,4.986567497253418,83.68083190917969,481.04791259765625,643.7346801757812,2687.915771484375,404.37945556640625,4.986567497253418,1.5583022832870483,0.1558302342891693,0.3116604685783386,641724.0,286.41596698892357,6.900000095367432,62422.0,0.4592317044734955,6.035616397857666,0.6717841029167175,10.469922065734863,749.8551025390625,716.0794067382812,10.766778241113002,340.19049072265625,2483.223388671875,0.0,0.0,0.0,1.0,2006.0
Alaska,2006.0,2.0,0.2958904206752777,0.0,0.0,0.0,1.0,1.0,36.0,0.3071786165237427,2.0,1.0,5.372709274291992,89.39591217041016,516.0785522460938,615.1752319335938,2588.451904296875,378.3282775878906,5.2234673500061035,1.343177318572998,0.447725772857666,0.29848384857177734,670053.0,289.081609962197,6.699999809265137,61010.0,0.4359356760978699,5.8399858474731445,0.6535304188728333,10.003835678100586,756.50732421875,749.8551025390625,10.614085751425634,309.26898193359375,2423.84716796875,0.0,0.0,0.0,1.0,2006.0
Alaska,2007.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,44.0,0.2977624833583832,1.0,2.0,6.5013933181762695,85.84794616699219,496.6177978515625,544.1961669921875,2504.513916015625,358.6109619140625,6.353634357452393,0.8865536451339722,0.2955178916454315,0.4432768225669861,676778.0,278.9688790120246,6.199999809265137,66241.0,0.44844838976860046,5.745458602905273,0.6811687350273132,9.999438285827637,763.470458984375,756.50732421875,9.643634988134957,283.9787292480469,2297.563720703125,0.0,0.0,0.0,1.0,2006.0
Alaska,2008.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,27.0,0.2593167722225189,0.0,2.0,3.9633901119232178,94.53419494628906,493.6622314453125,474.4324645996094,2236.379638671875,239.2713165283203,3.9633901119232178,0.4403766691684723,0.1467922180891037,0.4403766691684723,681235.0,288.15313364697937,6.900000095367432,64798.0,0.4795701801776886,5.729447364807129,0.7270618677139282,10.065396308898926,736.0162353515625,763.470458984375,9.082181626017453,266.82318115234375,2196.167236328125,0.0,0.0,0.0,1.0,2006.0
Alaska,2009.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,22.0,0.2584097981452942,4.0,2.0,3.22041392326355,95.73412322998047,473.5472412109375,526.976806640625,2232.478759765625,246.9471893310547,3.22041392326355,0.8782947063446045,0.7319122552871704,0.43914735317230225,683142.0,289.3981046400309,8.300000190734863,62621.0,0.41440871357917786,5.324515342712402,0.6784826517105103,9.992359161376953,773.6312255859375,736.0162353515625,9.068246426072472,277.3604431152344,2355.110595703125,0.0,0.0,0.0,1.0,2006.0
Alaska,2010.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,31.0,0.26430976390838623,2.0,5.0,4.4278564453125,84.84344482421875,482.6363830566406,443.4998474121094,2218.927490234375,231.24838256835938,4.4278564453125,0.5713363289833069,0.42850226163864136,0.8570045232772827,700113.0,277.66946192971704,8.100000381469727,58198.0,0.33908811211586,4.920919895172119,0.6257561445236206,10.142648696899414,799.4423828125,773.6312255859375,8.899277688,295.0423583984375,2570.81640625,0.0,0.0,0.0,1.0,2006.0
Arizona,2000.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,359.0,0.4152452051639557,7.0,18.0,7.150280475616455,149.4587860107422,355.3430480957031,1033.743408203125,3519.4716796875,860.50341796875,7.229949474334717,1.4539567232131958,0.15933772921562195,0.378427118062973,5020782.0,358.9679854652124,4.0,50370.0,0.2690218389034271,4.002065658569336,0.5662066340446472,9.467230796813965,528.00537109375,543.8299560546875,12.881698508320019,142.45765686035156,766.2685546875,0.0,0.0,0.0,1.0,2006.0
Arizona,2001.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,400.0,0.4605322480201721,19.0,25.0,7.696046352386475,170.621337890625,344.1864318847656,1054.7623291015625,3595.015625,1004.3917236328125,7.657566070556641,1.4814889430999756,0.38480231165885925,0.5002430081367493,5197474.0,356.8656620504499,4.699999809265137,52592.0,0.2697848975658417,3.927600145339966,0.5617921352386475,9.127241134643555,533.1436157226562,528.00537109375,13.528552523783668,148.17068481445312,763.41259765625,0.0,0.0,0.0,1.0,2006.0
Arizona,2002.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,387.0,0.4652499854564667,17.0,22.0,7.238223075866699,149.62734985351562,377.3601989746094,1105.12890625,3769.505859375,1078.5887451171875,7.182113170623779,1.234425663948059,0.33666154742240906,0.4301786422729492,5346616.0,350.33374381103863,6.099999904632568,48156.0,0.27604377269744873,3.8674368858337402,0.5601112842559814,8.876717567443848,549.1137084960938,533.1436157226562,13.955462670219818,74.33736419677734,906.4100952148438,0.0,0.0,0.0,1.0,2006.0
Arizona,2003.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,441.0,0.47722798585891724,4.0,17.0,8.060914993286133,139.26556396484375,342.21417236328125,1071.3704833984375,3632.4384765625,1041.8321533203125,8.042635917663574,1.535412311553955,0.09139358997344971,0.32901692390441895,5470843.0,344.64524023080173,5.699999809265137,48802.0,0.2804321050643921,3.8021562099456787,0.5556913018226624,8.647150039672852,569.7476806640625,549.1137084960938,14.312328100075252,71.85433959960938,970.95654296875,0.0,0.0,0.0,1.0,2006.0
Arizona,2004.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,414.0,0.4981220066547394,11.0,26.0,7.3482465744018555,137.04302978515625,335.836181640625,1009.6739501953125,3177.353515625,981.6476440429688,7.294998645782471,1.2957053184509277,0.21299265325069427,0.4792334735393524,5633997.0,351.59763130864286,4.900000095367432,50611.0,0.29112547636032104,3.7395122051239014,0.5569580793380737,8.480853080749512,577.121337890625,569.7476806640625,15.150647045072974,88.9774398803711,1054.579345703125,0.0,0.0,0.0,1.0,2006.0
Arizona,2005.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,445.0,0.5124140381813049,8.0,18.0,7.633143901824951,147.15672302246094,333.5941162109375,966.20166015625,3020.87255859375,941.792724609375,7.290081024169922,1.2693318128585815,0.15437819063663483,0.3259095251560211,5829839.0,352.66840130576503,4.599999904632568,50532.0,0.2983272671699524,3.6536171436309814,0.5636347532272339,8.317211151123047,575.744873046875,577.121337890625,14.352746276526677,86.74723815917969,1183.4688720703125,0.0,0.0,0.0,1.0,2006.0
Arizona,2006.0,3.0,0.6849315166473389,0.0,1.0,1.0,1.0,1.0,526.0,0.4946656823158264,13.0,24.0,8.53021240234375,153.52760314941406,344.3546142578125,953.0484619140625,2874.146240234375,914.403076171875,8.513995170593262,1.2649363279342651,0.2270398586988449,0.40542832016944885,6166318.0,347.59803175898486,4.099999904632568,50454.0,0.30230358242988586,3.4848673343658447,0.5679564476013184,7.982705593109131,582.0653686523438,575.744873046875,13.952491584118757,80.90235900878906,1180.5504150390625,0.0,0.0,0.0,1.0,2006.0
Arizona,2007.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,549.0,0.4857523441314697,17.0,16.0,8.923673629760742,158.57806396484375,325.4783935546875,963.7241821289062,2864.82421875,810.558837890625,8.614839553833008,0.7314486503601074,0.29257944226264954,0.2763250470161438,6152175.0,359.9377455940379,3.799999952316284,49649.0,0.32237380743026733,3.5236806869506836,0.5957893133163452,7.991157531738281,613.5391235351562,582.0653686523438,14.240817271940411,82.17718505859375,1239.2447509765625,0.0,0.0,0.0,1.0,2006.0
Arizona,2008.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,454.0,0.5132725238800049,19.0,22.0,7.156422138214111,153.80003356933594,297.44866943359375,916.2269897460938,2669.40869140625,602.3217163085938,7.093369960784912,0.7881522178649902,0.3152608871459961,0.3625500202178955,6343952.0,361.1628839562468,5.099999904632568,47507.0,0.3279186189174652,3.418011426925659,0.6053009033203125,7.719714641571045,624.043212890625,613.5391235351562,14.742340421239,80.80723571777344,1265.4859619140625,0.0,0.0,0.0,1.0,2006.0
Arizona,2009.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,380.0,0.4532260000705719,17.0,14.0,6.008033275604248,129.6312255859375,273.04931640625,858.642822265625,2466.076416015625,417.9851989746094,5.976412296295166,0.7114776372909546,0.28459104895591736,0.23715920746326447,6324865.0,362.22116993801444,8.600000381469727,46494.0,0.3424578905105591,3.393479585647583,0.6274442076683044,7.684353828430176,642.3378295898438,624.043212890625,16.849814185757324,92.0513916015625,1409.3341064453125,0.0,0.0,0.0,1.0,2006.0
Arizona,2010.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,409.0,0.4383739233016968,17.0,20.0,6.445257663726807,109.31724548339844,261.1826477050781,800.0786743164062,2420.73779296875,338.9354553222656,6.382223129272461,0.9455145597457886,0.2836543619632721,0.33093008399009705,6345751.0,348.7372889355413,9.5,47279.0,0.3906393349170685,4.773303985595703,0.6585509181022644,9.334907531738281,632.3916625976562,642.3378295898438,15.93302353,92.8624496459961,1451.6417236328125,0.0,0.0,0.0,1.0,2006.0
Arkansas,2000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.47876062989234924,0.0,2.0,6.462800979614258,76.97657775878906,341.8744812011719,824.8919677734375,2682.831787109375,266.66748046875,6.462800979614258,1.6926383972167969,0.03846905380487442,0.11540716141462326,2599492.0,283.709278582123,4.199999809265137,37600.0,1.4365499019622803,5.412326812744141,2.0820605754852295,11.242080688476562,458.3587951660156,447.4061584472656,15.193737853395973,81.71300506591797,967.8720703125,0.0,0.0,1.0,0.0,
Arkansas,2001.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.5093993544578552,0.0,0.0,5.65287446975708,83.30351257324219,342.57183837890625,847.7783813476562,2657.996826171875,279.5881042480469,5.385509014129639,1.41321861743927,0.03819509968161583,0.03819509968161583,2618137.0,287.9146507612092,4.699999809265137,41058.0,1.452254056930542,5.400214195251465,2.0506949424743652,11.032691955566406,481.029052734375,458.3587951660156,16.00557953995532,101.06040954589844,1041.720703125,0.0,0.0,1.0,0.0,
Arkansas,2002.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.4861331284046173,1.0,5.0,5.389305114746094,95.79299926757812,306.697021484375,881.6068115234375,2699.548583984375,258.5727844238281,5.199541091918945,1.1385855674743652,0.0759057104587555,0.22771711647510529,2634848.0,289.88389463073395,5.300000190734863,39252.0,1.4577691555023193,5.364597797393799,2.0291872024536133,10.831554412841797,496.8407897949219,481.029052734375,16.546912763089182,101.35205841064453,1185.851806640625,0.0,0.0,1.0,0.0,
Arkansas,2003.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.49663224816322327,4.0,2.0,6.792294025421143,84.0357666015625,344.5579833984375,943.9779052734375,2568.279541015625,226.67393493652344,5.999859809875488,1.2452539205551147,0.18867483735084534,0.11320489645004272,2650062.0,290.74791457709296,5.800000190734863,37938.0,1.4745315313339233,5.350478649139404,2.0072736740112305,10.674391746520996,502.4410705566406,496.8407897949219,16.310561790629805,106.1399917602539,1209.8358154296875,0.0,0.0,1.0,0.0,
Arkansas,2004.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.43507587909698486,0.0,0.0,6.577295303344727,88.64399719238281,376.8117370605469,1126.7728271484375,2774.497314453125,243.5841522216797,6.203585147857666,0.7100489139556885,0.03737099468708038,0.03737099468708038,2675872.0,292.465409406728,5.699999809265137,40382.0,1.4764906167984009,5.269160747528076,1.994826316833496,10.550728797912598,515.9813232421875,502.4410705566406,15.866827710742518,105.9325180053711,1292.0933837890625,0.0,0.0,1.0,0.0,
Arkansas,2005.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.4628751873970032,0.0,0.0,6.9962921142578125,93.72810363769531,397.8262023925781,1114.890625,2795.185302734375,269.7088928222656,6.700152397155762,0.8884180188179016,0.03701741620898247,0.03701741620898247,2701431.0,302.50633830736376,5.099999904632568,40941.0,1.4614475965499878,5.193765640258789,1.9934619665145874,10.450349807739258,501.25286865234375,515.9813232421875,17.093088811078278,82.830810546875,1311.272216796875,0.0,0.0,1.0,0.0,
Arkansas,2006.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.4687275290489197,2.0,1.0,7.506567478179932,98.97284698486328,404.038330078125,1154.446044921875,2596.703125,270.44989013671875,7.257534503936768,1.0317083597183228,0.1067284494638443,0.07115229964256287,2810872.0,294.07244442294063,5.300000190734863,40073.0,1.432295799255371,4.964687347412109,1.94007408618927,10.070184707641602,488.4249572753906,501.25286865234375,16.762093755959004,89.60994720458984,1281.788818359375,0.0,0.0,1.0,0.0,
Arkansas,2007.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.46339890360832214,1.0,1.0,7.1648736000061035,110.5386734008789,374.6408996582031,1136.18505859375,2601.63330078125,249.130859375,6.986642837524414,0.9624457359313965,0.07129227370023727,0.07129227370023727,2805353.0,301.38809625740504,5.400000095367432,42898.0,1.4411020278930664,4.983401298522949,1.95779287815094,10.017634391784668,510.23883056640625,488.4249572753906,17.235264153922873,89.69751739501953,1358.863037109375,0.0,0.0,1.0,0.0,
Arkansas,2008.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.4687953591346741,2.0,3.0,5.794956684112549,97.383544921875,357.8385925292969,1193.3370361328125,2455.153564453125,229.6074981689453,5.7242865562438965,0.8480424284934998,0.10600530356168747,0.14134040474891663,2830047.0,341.97311917434587,5.199999809265137,40087.0,1.4364426136016846,4.9199538230896,1.9554798603057861,9.882521629333496,519.9913940429688,510.23883056640625,16.930460872204595,94.86583709716797,1349.752197265625,0.0,0.0,1.0,0.0,
Arkansas,2009.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.47243788838386536,0.0,2.0,6.306941032409668,90.7635726928711,379.5439453125,1224.497802734375,2403.96630859375,214.8235626220703,6.025066375732422,0.493280291557312,0.03523430600762367,0.10570292174816132,2838143.0,351.28603456555925,7.099999904632568,37141.0,1.4272712469100952,4.860537528991699,1.9818592071533203,9.784884452819824,535.8433227539062,519.9913940429688,18.28752110094523,97.77833557128906,1372.05908203125,0.0,0.0,1.0,0.0,
Arkansas,2010.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.4548904001712799,3.0,4.0,4.762445449829102,81.85884094238281,376.61279296875,1121.969970703125,2268.0283203125,191.32606506347656,4.55538272857666,0.31059426069259644,0.1380418986082077,0.17255237698554993,2897671.0,343.8623639467697,7.699999809265137,38571.0,1.309499979019165,5.055715560913086,1.921094536781311,9.672871589660645,559.2077026367188,535.8433227539062,17.8843975,109.41614532470703,1453.7357177734375,0.0,0.0,1.0,0.0,
California,2000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2079.0,0.34686052799224854,23.0,103.0,6.290108680725098,182.28607177734375,418.7899169921875,672.5574951171875,1972.216796875,550.755126953125,6.290108680725098,1.0559152364730835,0.07261308282613754,0.31465670466423035,33051894.0,313.8882146965617,4.900000095367432,59274.0,0.5063401460647583,2.8180654048919678,1.0736933946609497,7.468985080718994,493.1669006347656,491.9788818359375,13.024696860034707,42.906768798828125,1397.176025390625,0.0,0.0,0.0,1.0,
California,2001.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2206.0,0.3517504036426544,28.0,111.0,6.549587726593018,191.83819580078125,404.0406799316406,689.6157836914062,2071.578857421875,606.1990966796875,6.549587726593018,0.8758515119552612,0.08610065281391144,0.33252668380737305,33681509.0,314.70977146540554,5.400000095367432,58205.0,0.5083649754524231,2.8262391090393066,1.0449620485305786,7.19795560836792,473.3873291015625,493.1669006347656,13.117108262578139,45.165687561035156,1361.71826171875,0.0,0.0,0.0,1.0,
California,2002.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2395.0,0.3597925007343292,34.0,101.0,6.983958721160889,189.45045471191406,381.4991149902344,695.2698974609375,2086.999267578125,648.4263305664062,6.983958721160889,0.9273064136505127,0.10206203162670135,0.2974379062652588,34292871.0,331.92613123584783,6.699999809265137,57492.0,0.5075603127479553,2.808910369873047,1.0138813257217407,6.889131546020508,470.53802490234375,473.3873291015625,13.549932870887362,63.280364990234375,1518.6646728515625,0.0,0.0,0.0,1.0,
California,2003.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2407.0,0.3468245267868042,38.0,117.0,6.946470737457275,184.0367431640625,373.38360595703125,699.1895141601562,2111.028564453125,696.4536743164062,6.940698623657227,1.0014230012893677,0.11255186796188354,0.3405415713787079,34650690.0,329.62979957974864,6.900000095367432,58445.0,0.507398247718811,2.7859184741973877,0.9892472624778748,6.632667541503906,474.70050048828125,470.53802490234375,13.956737946632519,63.00178146362305,1657.837890625,0.0,0.0,0.0,1.0,
California,2004.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2392.0,0.33303651213645935,33.0,122.0,6.823518753051758,176.20196533203125,329.1948547363281,701.47314453125,2078.682861328125,720.5886840820312,6.826371192932129,0.9984245896339417,0.09698981791734695,0.3508749306201935,35055227.0,321.1618056274461,6.199999809265137,56816.0,0.511903703212738,2.7795028686523438,0.9698439836502075,6.401564598083496,475.12457275390625,474.70050048828125,13.355055438665394,70.08673095703125,1544.3289794921875,0.0,0.0,0.0,1.0,
California,2005.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2503.0,0.34470781683921814,26.0,111.0,7.094918727874756,180.34075927734375,325.0141906738281,710.1183471679688,1962.843505859375,730.0226440429688,7.094918727874756,0.9977672696113586,0.07653328776359558,0.3174714148044586,35278768.0,314.8125807567883,5.400000095367432,57802.0,0.5212058424949646,2.795015335083008,0.9514703154563904,6.180708885192871,483.79241943359375,475.12457275390625,13.234747880084702,77.14754486083984,1664.923583984375,0.0,0.0,0.0,1.0,
California,2006.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2490.0,0.3434026539325714,33.0,124.0,6.829861164093018,194.9500274658203,306.1780090332031,676.9050903320312,1831.5,666.77001953125,6.813403606414795,1.0285935401916504,0.09325914829969406,0.3428645133972168,36457549.0,317.9368969647411,4.900000095367432,59821.0,0.5109147429466248,2.697929620742798,0.9121677279472351,5.832934856414795,481.4147033691406,483.79241943359375,12.855241585220115,79.09463500976562,1574.943359375,0.0,0.0,0.0,1.0,
California,2007.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2260.0,0.3328230082988739,39.0,115.0,6.231995582580566,194.52099609375,301.1460266113281,653.5791625976562,1798.256103515625,604.9585571289062,6.231995582580566,0.783135712146759,0.11030080914497375,0.31987234950065613,36264467.0,333.59376273198774,5.400000095367432,58608.0,0.5179339647293091,2.7152583599090576,0.908944845199585,5.723646640777588,480.58612060546875,481.4147033691406,12.258258200789218,51.49330520629883,1632.834716796875,0.0,0.0,0.0,1.0,
