id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper,lwage,expersq,u_lwage,lwage_hat,u_educ
12.0,1.0,1.0,9.0,28.0,11.0,12.0,380166.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,225.0,0.0,29.0,84.0,1.0,0.0,13.0,5.416100978851318,169.0,-1.123978853225708,6.5400800704956055,-3.340745687484741
13.0,1.0,1.0,12.0,26.0,11.0,6.0,380166.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,400.0,0.0,34.0,89.0,1.0,1.0,8.0,5.991465091705322,64.0,-0.469937801361084,6.461402893066406,-2.0483505725860596
14.0,1.0,1.0,11.0,24.0,11.0,6.0,369567.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,417.0,0.0,22.0,93.0,1.0,1.0,7.0,6.033085823059082,49.0,-0.4076631963253021,6.440749168395996,-3.448286771774292
15.0,1.0,1.0,11.0,30.0,11.0,6.0,496635.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,217.0,0.0,27.0,74.0,1.0,0.0,13.0,5.379897117614746,169.0,-1.1180531978607178,6.497950077056885,-1.0739619731903076
16.0,1.0,1.0,16.0,31.0,,8.0,648053.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,894.0,0.0,43.0,116.0,1.0,1.0,9.0,6.795705795288086,81.0,0.5857888460159302,6.209917068481445,3.26938533782959
17.0,1.0,1.0,14.0,24.0,15.0,12.0,357519.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,300.0,0.0,36.0,,6.0,1.0,4.0,5.70378303527832,16.0,-0.6483155488967896,6.35209846496582,-1.6582131385803223
19.0,1.0,1.0,12.0,34.0,12.0,8.0,367470.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,346.0,0.0,40.0,93.0,1.0,1.0,16.0,5.846438884735107,256.0,-0.6200622916221619,6.466501235961914,1.0904368162155151
20.0,1.0,1.0,14.0,29.0,,12.0,496635.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,658.0,0.0,35.0,100.0,1.0,1.0,9.0,6.4892048835754395,81.0,0.01159624382853508,6.477608680725098,0.349899560213089
22.0,1.0,1.0,10.0,26.0,8.0,8.0,367772.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,575.0,0.0,24.0,91.0,6.0,0.0,10.0,6.3543701171875,100.0,-0.13499613106250763,6.489366054534912,-3.2535364627838135
25.0,1.0,1.0,12.0,32.0,8.0,8.0,355491.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,649.0,0.0,35.0,88.0,1.0,0.0,14.0,6.475432872772217,196.0,-0.016482511535286903,6.491915225982666,0.3158572018146515
26.0,1.0,1.0,18.0,32.0,12.0,13.0,367470.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,944.0,0.0,43.0,,1.0,1.0,8.0,6.850125789642334,64.0,0.6315762400627136,6.218549728393555,3.931985378265381
29.0,1.0,1.0,18.0,34.0,,8.0,408301.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,614.0,0.0,50.0,114.0,1.0,1.0,10.0,6.419994831085205,100.0,0.02120986208319664,6.39878511428833,4.669002056121826
30.0,1.0,1.0,15.0,32.0,5.0,14.0,367470.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,726.0,0.0,37.0,111.0,1.0,1.0,11.0,6.587550163269043,121.0,0.35015252232551575,6.23739767074585,2.4964792728424072
31.0,0.0,1.0,12.0,28.0,14.0,12.0,380166.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,604.0,0.0,44.0,,1.0,1.0,10.0,6.403573989868164,100.0,0.004789021331816912,6.39878511428833,-1.3309978246688843
32.0,0.0,1.0,12.0,32.0,11.0,12.0,367470.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,693.0,0.0,44.0,95.0,1.0,1.0,14.0,6.541029930114746,196.0,0.13969583809375763,6.401334285736084,0.23839585483074188
35.0,0.0,1.0,18.0,34.0,14.0,13.0,367470.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1400.0,0.0,44.0,132.0,1.0,1.0,10.0,7.244226932525635,100.0,1.0141388177871704,6.230088233947754,5.101601600646973
36.0,0.0,1.0,12.0,26.0,7.0,12.0,367772.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,300.0,0.0,27.0,,6.0,1.0,8.0,5.70378303527832,64.0,-0.6670385599136353,6.370821475982666,-2.125811815261841
37.0,0.0,1.0,18.0,32.0,16.0,16.0,355491.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1800.0,0.0,38.0,109.0,5.0,1.0,8.0,7.495542049407959,64.0,1.0341391563415527,6.461402893066406,3.9516494274139404
38.0,0.0,1.0,12.0,25.0,11.0,12.0,357519.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,413.0,0.0,43.0,108.0,1.0,1.0,7.0,6.0234479904174805,49.0,-0.326719731092453,6.350167751312256,-2.5257482528686523
39.0,0.0,1.0,14.0,29.0,,16.0,496635.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,0.0,45.0,102.0,1.0,1.0,9.0,6.448888778686523,81.0,0.2669376730918884,6.18195104598999,0.8407625555992126
47.0,1.0,1.0,12.0,25.0,12.0,12.0,90339.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,208.0,0.0,30.0,106.0,1.0,1.0,7.0,5.33753776550293,49.0,-1.1032112836837769,6.440749168395996,-2.448286771774292
48.0,1.0,1.0,12.0,25.0,,11.0,102031.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,457.0,0.0,40.0,104.0,6.0,1.0,7.0,6.124682903289795,49.0,-0.048374421894550323,6.173057556152344,-1.5288010835647583
53.0,1.0,1.0,16.0,24.0,10.0,10.0,369567.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,824.0,0.0,24.0,119.0,1.0,1.0,2.0,6.714169979095459,4.0,0.4434123635292053,6.270757675170898,-0.4732615649700165
54.0,1.0,1.0,18.0,34.0,,12.0,408301.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,577.0,0.0,47.0,122.0,1.0,1.0,10.0,6.357841968536377,100.0,-0.13152427971363068,6.489366054534912,4.746463298797607
55.0,1.0,1.0,11.0,28.0,6.0,10.0,380166.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255.0,0.0,32.0,90.0,1.0,1.0,11.0,5.541264057159424,121.0,-0.9554116725921631,6.496675968170166,-1.858658790588379
62.0,1.0,1.0,16.0,30.0,12.0,12.0,496635.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,962.0,0.0,47.0,118.0,1.0,1.0,8.0,6.869013786315918,64.0,0.4076108932495117,6.461402893066406,1.9516494274139404
63.0,1.0,1.0,10.0,31.0,8.0,6.0,496635.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,944.0,0.0,37.0,105.0,1.0,0.0,15.0,6.850125789642334,225.0,0.36869344115257263,6.4814324378967285,-1.29600989818573
64.0,1.0,1.0,18.0,34.0,8.0,11.0,367470.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1146.0,1.0,43.0,115.0,1.0,1.0,10.0,7.044033050537109,100.0,0.5546668171882629,6.489366054534912,4.746463298797607
77.0,1.0,1.0,6.0,27.0,2.0,6.0,104596.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,324.0,0.0,16.0,,1.0,1.0,15.0,5.7807440757751465,225.0,-0.7006882429122925,6.4814324378967285,-5.2960100173950195
79.0,1.0,1.0,11.0,24.0,6.0,12.0,102031.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,235.0,0.0,27.0,65.0,5.0,1.0,7.0,5.459586143493652,49.0,-0.7134711742401123,6.173057556152344,-2.5288009643554688
80.0,1.0,1.0,12.0,34.0,11.0,10.0,367470.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1000.0,0.0,45.0,120.0,1.0,0.0,16.0,6.907754898071289,256.0,0.44125375151634216,6.466501235961914,1.0904368162155151
81.0,1.0,1.0,9.0,26.0,,12.0,422407.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,481.0,0.0,31.0,86.0,4.0,1.0,11.0,6.175867080688477,121.0,-0.32080864906311035,6.496675968170166,-3.858658790588379
82.0,1.0,1.0,15.0,32.0,10.0,12.0,89826.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,624.0,0.0,39.0,109.0,1.0,1.0,11.0,6.436151027679443,121.0,-0.06052470952272415,6.496675968170166,2.141341209411621
83.0,1.0,1.0,11.0,34.0,8.0,10.0,89826.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,650.0,0.0,36.0,72.0,1.0,0.0,17.0,6.476973056793213,289.0,0.029851222410798073,6.447121620178223,0.47519737482070923
87.0,1.0,1.0,12.0,24.0,,10.0,102031.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,344.0,0.0,31.0,,6.0,0.0,6.0,5.840641021728516,36.0,-0.30731427669525146,6.147955417633057,-1.930423617362976
90.0,1.0,1.0,16.0,24.0,12.0,10.0,369567.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,380.0,0.0,,,6.0,0.0,2.0,5.940170764923096,4.0,-0.17831479012966156,6.118485450744629,-0.41546431183815
91.0,1.0,1.0,12.0,24.0,12.0,11.0,369567.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,353.0,0.0,25.0,101.0,1.0,1.0,6.0,5.8664679527282715,36.0,-0.5491790175437927,6.415647029876709,-2.8499093055725098
92.0,1.0,1.0,13.0,25.0,,12.0,369567.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,659.0,0.0,29.0,105.0,6.0,1.0,6.0,6.490724086761475,36.0,0.07507709413766861,6.415647029876709,-1.8499094247817993
93.0,1.0,1.0,17.0,28.0,10.0,10.0,380166.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,621.0,1.0,48.0,136.0,1.0,1.0,5.0,6.431331157684326,25.0,0.0452343113720417,6.386096954345703,1.746781826019287
97.0,1.0,1.0,12.0,25.0,10.0,11.0,369567.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,440.0,0.0,40.0,101.0,1.0,1.0,7.0,6.086774826049805,49.0,-0.35397419333457947,6.440749168395996,-2.448286771774292
98.0,1.0,1.0,12.0,26.0,12.0,10.0,104596.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,738.0,0.0,34.0,96.0,6.0,1.0,8.0,6.603943824768066,64.0,0.41023263335227966,6.193711280822754,-1.1288646459579468
102.0,1.0,1.0,11.0,31.0,5.0,5.0,158413.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,280.0,0.0,36.0,,1.0,0.0,14.0,5.634788990020752,196.0,-0.2684658467769623,5.903254985809326,0.7257397174835205
107.0,1.0,1.0,10.0,24.0,5.0,,369567.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,434.0,0.0,34.0,,1.0,1.0,8.0,6.0730438232421875,64.0,-0.38835906982421875,6.461402893066406,-4.0483503341674805
108.0,1.0,1.0,12.0,27.0,,8.0,380166.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,705.0,0.0,34.0,101.0,1.0,1.0,9.0,6.558197975158691,81.0,0.08058933913707733,6.477608680725098,-1.6501004695892334
110.0,1.0,1.0,12.0,27.0,10.0,12.0,380166.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,425.0,0.0,32.0,91.0,1.0,1.0,9.0,6.052089214324951,81.0,-0.4255194365978241,6.477608680725098,-1.6501004695892334
111.0,1.0,1.0,12.0,24.0,,4.0,369567.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,571.0,0.0,35.0,,1.0,1.0,6.0,6.347389221191406,36.0,-0.06825777143239975,6.415647029876709,-2.8499093055725098
112.0,1.0,1.0,16.0,30.0,12.0,12.0,496635.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,538.0,0.0,52.0,115.0,6.0,1.0,8.0,6.287858009338379,64.0,-0.17354488372802734,6.461402893066406,1.9516494274139404
115.0,1.0,1.0,16.0,32.0,12.0,12.0,408301.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,740.0,0.0,49.0,113.0,1.0,1.0,10.0,6.606649875640869,100.0,0.11728361994028091,6.489366054534912,2.7464635372161865
116.0,1.0,1.0,13.0,32.0,10.0,12.0,367470.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,673.0,1.0,43.0,123.0,1.0,1.0,13.0,6.511744976043701,169.0,0.013794674538075924,6.497950077056885,0.9260380864143372
119.0,1.0,1.0,12.0,34.0,10.0,10.0,89826.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,769.0,0.0,36.0,95.0,1.0,1.0,16.0,6.6450910568237305,256.0,0.17858991026878357,6.466501235961914,1.0904368162155151
121.0,1.0,1.0,12.0,24.0,10.0,10.0,90339.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,592.0,0.0,26.0,102.0,1.0,1.0,6.0,6.383506774902344,36.0,-0.03214022144675255,6.415647029876709,-2.8499093055725098
125.0,1.0,1.0,9.0,24.0,12.0,11.0,102031.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,213.0,0.0,15.0,,6.0,1.0,9.0,5.361291885375977,81.0,-0.8486250638961792,6.209917068481445,-3.73061466217041
127.0,1.0,1.0,16.0,34.0,12.0,12.0,367470.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1563.0,0.0,50.0,145.0,1.0,1.0,12.0,7.3543620109558105,144.0,0.8548249006271362,6.499536991119385,3.5345327854156494
129.0,1.0,1.0,16.0,28.0,11.0,11.0,380166.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,774.0,0.0,35.0,114.0,1.0,1.0,6.0,6.651572227478027,36.0,0.23592522740364075,6.415647029876709,1.1500905752182007
131.0,1.0,1.0,12.0,26.0,8.0,9.0,380166.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,600.0,0.0,35.0,113.0,1.0,0.0,8.0,6.39693021774292,64.0,0.08779937773942947,6.309130668640137,-1.990553379058838
133.0,1.0,1.0,18.0,24.0,16.0,16.0,369567.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,693.0,0.0,24.0,,6.0,1.0,0.0,6.541029930114746,0.0,0.3694058060646057,6.171624183654785,0.7049451470375061
135.0,1.0,1.0,13.0,31.0,8.0,12.0,496635.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,570.0,0.0,40.0,93.0,5.0,1.0,12.0,6.345635890960693,144.0,-0.15390118956565857,6.499536991119385,0.5345327258110046
136.0,1.0,1.0,14.0,28.0,12.0,12.0,380166.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,433.0,0.0,38.0,,5.0,1.0,8.0,6.070737838745117,64.0,-0.39066505432128906,6.461402893066406,-0.048350557684898376
137.0,1.0,1.0,15.0,28.0,12.0,12.0,380166.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,538.0,0.0,37.0,119.0,2.0,0.0,7.0,6.287858009338379,49.0,-0.15289099514484406,6.440749168395996,0.5517131090164185
138.0,1.0,1.0,12.0,25.0,12.0,9.0,369567.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,627.0,0.0,35.0,108.0,6.0,1.0,7.0,6.44094705581665,49.0,0.00019804590556304902,6.440749168395996,-2.448286771774292
139.0,1.0,1.0,8.0,31.0,12.0,11.0,496635.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,481.0,0.0,35.0,,1.0,1.0,17.0,6.175867080688477,289.0,-0.2712547481060028,6.447121620178223,-2.5248026847839355
141.0,1.0,1.0,12.0,26.0,6.0,11.0,380166.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,545.0,0.0,26.0,72.0,1.0,1.0,8.0,6.300786018371582,64.0,-0.16061687469482422,6.461402893066406,-2.0483505725860596
142.0,1.0,1.0,12.0,25.0,12.0,9.0,369567.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,576.0,0.0,34.0,86.0,1.0,1.0,7.0,6.35610818862915,49.0,-0.08464082330465317,6.440749168395996,-2.448286771774292
144.0,1.0,1.0,16.0,25.0,14.0,12.0,90339.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,700.0,0.0,42.0,123.0,1.0,1.0,3.0,6.551080226898193,9.0,0.23742806911468506,6.313652038574219,-0.06489422172307968
147.0,1.0,1.0,16.0,28.0,12.0,12.0,367772.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,788.0,0.0,38.0,103.0,1.0,1.0,6.0,6.669497966766357,36.0,0.2538509666919708,6.415647029876709,1.1500905752182007
148.0,1.0,1.0,17.0,27.0,12.0,12.0,367772.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1012.0,0.0,42.0,101.0,1.0,1.0,4.0,6.919683933258057,16.0,0.5675853490829468,6.35209846496582,1.3417868614196777
149.0,1.0,1.0,12.0,24.0,12.0,10.0,357519.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,758.0,0.0,30.0,,1.0,1.0,6.0,6.630682945251465,36.0,0.21503594517707825,6.415647029876709,-2.8499093055725098
150.0,1.0,1.0,14.0,29.0,12.0,16.0,480445.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,601.0,1.0,41.0,105.0,6.0,1.0,9.0,6.398594856262207,81.0,-0.07901377975940704,6.477608680725098,0.349899560213089
151.0,1.0,1.0,12.0,24.0,,12.0,357519.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,283.0,0.0,34.0,,6.0,1.0,6.0,5.64544677734375,36.0,-0.7702001929283142,6.415647029876709,-2.8499093055725098
154.0,1.0,1.0,12.0,24.0,12.0,12.0,397244.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,250.0,0.0,29.0,,6.0,1.0,6.0,5.521461009979248,36.0,-0.8941859602928162,6.415647029876709,-2.8499093055725098
156.0,1.0,1.0,12.0,26.0,10.0,12.0,367772.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,500.0,0.0,33.0,95.0,1.0,1.0,8.0,6.214608192443848,64.0,-0.2467947006225586,6.461402893066406,-2.0483505725860596
157.0,1.0,1.0,11.0,31.0,8.0,6.0,480445.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,550.0,0.0,41.0,98.0,1.0,1.0,14.0,6.30991792678833,196.0,-0.18199746310710907,6.491915225982666,-0.6841427683830261
