year,coalres,pop,coalprice,earn,cat,t,state,county,afdc
1991.0,0.0,15.5,71.6593246459961,68303.234375,0.0,3.0,1.0,1001.0,563.8766479492188
1992.0,0.0,15.699999809265137,67.82918548583984,73153.734375,0.0,3.0,1.0,1001.0,566.5480346679688
1993.0,0.0,15.800000190734863,65.37396240234375,74446.6796875,0.0,3.0,1.0,1001.0,525.623291015625
1969.0,0.0,12.600000381469727,56.793479919433594,49559.78515625,0.0,1.0,1.0,1003.0,396.7391357421875
1970.0,0.0,12.600000381469727,72.82051086425781,51351.28125,0.0,1.0,1.0,1003.0,412.8205261230469
1971.0,0.0,12.899999618530273,84.02948760986328,55734.64453125,0.0,1.0,1.0,1003.0,378.3783874511719
1972.0,0.0,13.0,85.44152069091797,60451.0703125,0.0,1.0,1.0,1003.0,343.6753845214844
1973.0,0.0,13.100000381469727,90.29345703125,66986.4609375,0.0,1.0,1.0,1003.0,331.8284606933594
1974.0,0.0,13.5,130.1619415283203,57910.9296875,0.0,1.0,1.0,1003.0,299.5951232910156
1975.0,0.0,13.699999809265137,131.9188232421875,55592.25,0.0,1.0,1.0,1003.0,400.3690185546875
1976.0,0.0,13.600000381469727,120.4903793334961,64583.1875,0.0,1.0,1.0,1003.0,387.040283203125
1977.0,0.0,13.600000381469727,120.49180603027344,70486.8828125,0.0,1.0,1.0,1003.0,388.5245666503906
1978.0,0.0,13.699999809265137,124.35311889648438,76706.2421875,0.0,2.0,1.0,1003.0,328.76715087890625
1979.0,0.0,13.800000190734863,115.73187255859375,74083.4453125,0.0,2.0,1.0,1003.0,321.4774169921875
1980.0,0.0,14.100000381469727,105.68319702148438,66470.375,0.0,2.0,1.0,1003.0,338.57318115234375
1981.0,0.0,14.199999809265137,103.16593933105469,68167.03125,0.0,2.0,1.0,1003.0,353.7117919921875
1982.0,0.0,14.100000381469727,103.17948913574219,62644.1015625,0.0,2.0,1.0,1003.0,333.33331298828125
1983.0,0.0,14.300000190734863,100.10009765625,59712.7109375,0.0,3.0,1.0,1003.0,333.3333435058594
1984.0,0.0,14.600000381469727,98.46302032470703,72145.0546875,0.0,3.0,1.0,1003.0,321.8059387207031
1985.0,0.0,14.699999809265137,95.36177825927734,71653.0625,0.0,3.0,1.0,1003.0,330.2411804199219
1986.0,0.0,14.800000190734863,92.1461181640625,65845.6640625,0.0,3.0,1.0,1003.0,340.6392517089844
1987.0,0.0,14.899999618530273,84.44639587402344,68487.6953125,0.0,3.0,1.0,1003.0,304.9208984375
1988.0,0.0,14.600000381469727,80.75949096679688,66672.5703125,0.0,3.0,1.0,1003.0,300.4219665527344
1989.0,0.0,14.600000381469727,77.33118438720703,68600.484375,0.0,3.0,1.0,1003.0,303.8585205078125
1990.0,0.0,14.699999809265137,75.15338134765625,65977.0,0.0,3.0,1.0,1003.0,320.55218505859375
1991.0,0.0,14.699999809265137,71.6593246459961,67812.0390625,0.0,3.0,1.0,1003.0,354.62554931640625
1992.0,0.0,14.899999618530273,67.82918548583984,74038.4375,0.0,3.0,1.0,1003.0,370.1067810058594
1993.0,0.0,15.100000381469727,65.37396240234375,82407.8984375,0.0,3.0,1.0,1003.0,340.0277404785156
1970.0,0.0,9.5,72.82051086425781,47258.97265625,0.0,1.0,1.0,1005.0,133.33334350585938
1972.0,0.0,10.199999809265137,85.44152069091797,58921.23828125,0.0,1.0,1.0,1005.0,133.6515350341797
1973.0,0.0,10.199999809265137,90.29345703125,60846.50390625,0.0,1.0,1.0,1005.0,142.21218872070312
1974.0,0.0,10.5,130.1619415283203,59097.1640625,0.0,1.0,1.0,1005.0,188.2591094970703
1975.0,0.0,10.800000190734863,131.9188232421875,51784.1328125,0.0,1.0,1.0,1005.0,309.9631042480469
1976.0,0.0,11.0,120.4903793334961,54353.765625,0.0,1.0,1.0,1005.0,308.2311706542969
1977.0,0.0,11.399999618530273,120.49180603027344,58342.62109375,0.0,1.0,1.0,1005.0,337.70489501953125
1978.0,0.0,11.600000381469727,124.35311889648438,58806.69921875,0.0,2.0,1.0,1005.0,280.0609130859375
1979.0,0.0,11.899999618530273,115.73187255859375,56599.1796875,0.0,2.0,1.0,1005.0,294.1176452636719
1980.0,0.0,12.600000381469727,105.68319702148438,54072.5546875,0.0,2.0,1.0,1005.0,347.0375061035156
1981.0,0.0,12.899999618530273,103.16593933105469,53927.94921875,0.0,2.0,1.0,1005.0,311.1353759765625
1982.0,0.0,12.899999618530273,103.17948913574219,55517.94921875,0.0,2.0,1.0,1005.0,287.1794738769531
1983.0,0.0,13.0,100.10009765625,54743.7421875,0.0,3.0,1.0,1005.0,256.2562561035156
1984.0,0.0,13.300000190734863,98.46302032470703,58978.8671875,0.0,3.0,1.0,1005.0,237.2718505859375
1985.0,0.0,13.600000381469727,95.36177825927734,56927.640625,0.0,3.0,1.0,1005.0,218.92391967773438
1986.0,0.0,13.800000190734863,92.1461181640625,57957.9921875,0.0,3.0,1.0,1005.0,227.39724731445312
1987.0,0.0,14.0,84.44639587402344,59516.6953125,0.0,3.0,1.0,1005.0,191.56414794921875
1988.0,0.0,14.199999809265137,80.75949096679688,59612.66015625,0.0,3.0,1.0,1005.0,189.029541015625
1989.0,0.0,14.399999618530273,77.33118438720703,61276.52734375,0.0,3.0,1.0,1005.0,189.7106170654297
1990.0,0.0,14.699999809265137,75.15338134765625,58842.79296875,0.0,3.0,1.0,1005.0,199.3865203857422
1991.0,0.0,15.100000381469727,71.6593246459961,59458.15234375,0.0,3.0,1.0,1005.0,210.7195281982422
1992.0,0.0,15.600000381469727,67.82918548583984,62961.56640625,0.0,3.0,1.0,1005.0,205.69395446777344
1993.0,0.0,16.200000762939453,65.37396240234375,66162.0546875,0.0,3.0,1.0,1005.0,207.75625610351562
1970.0,0.0,8.399999618530273,72.82051086425781,48446.15234375,0.0,1.0,1.0,1007.0,133.33334350585938
1971.0,0.0,8.699999809265137,84.02948760986328,52668.3046875,0.0,1.0,1.0,1007.0,122.8501205444336
1972.0,0.0,8.699999809265137,85.44152069091797,50105.01171875,0.0,1.0,1.0,1007.0,124.1050033569336
1973.0,0.0,8.399999618530273,90.29345703125,51557.5625,0.0,1.0,1.0,1007.0,158.0135498046875
1974.0,0.0,8.300000190734863,130.1619415283203,52036.4375,0.0,1.0,1.0,1007.0,178.1376495361328
1975.0,0.0,8.300000190734863,131.9188232421875,50797.046875,0.0,1.0,1.0,1007.0,250.92251586914062
1976.0,0.0,8.5,120.4903793334961,52260.9453125,0.0,1.0,1.0,1007.0,271.45361328125
1977.0,0.0,8.5,120.49180603027344,59849.1796875,0.0,1.0,1.0,1007.0,288.52459716796875
1978.0,0.0,8.699999809265137,124.35311889648438,64823.44140625,0.0,2.0,1.0,1007.0,246.5753631591797
1979.0,0.0,8.699999809265137,115.73187255859375,69986.3203125,0.0,2.0,1.0,1007.0,224.35020446777344
1980.0,0.0,8.800000190734863,105.68319702148438,55082.2265625,0.0,2.0,1.0,1007.0,205.56228637695312
1981.0,0.0,8.600000381469727,103.16593933105469,58751.09375,0.0,2.0,1.0,1007.0,201.96505737304688
1982.0,0.0,8.5,103.17948913574219,54434.87109375,0.0,2.0,1.0,1007.0,170.25640869140625
1983.0,0.0,8.399999618530273,100.10009765625,46190.19140625,0.0,3.0,1.0,1007.0,174.17417907714844
1984.0,0.0,8.300000190734863,98.46302032470703,62404.41796875,0.0,3.0,1.0,1007.0,163.3045196533203
1985.0,0.0,8.300000190734863,95.36177825927734,57747.6796875,0.0,3.0,1.0,1007.0,179.0352325439453
1986.0,0.0,8.199999809265137,92.1461181640625,59745.20703125,0.0,3.0,1.0,1007.0,171.6894989013672
1987.0,0.0,8.100000381469727,84.44639587402344,56073.8125,0.0,3.0,1.0,1007.0,174.86819458007812
1988.0,0.0,8.0,80.75949096679688,57858.2265625,0.0,3.0,1.0,1007.0,183.12237548828125
1989.0,0.0,7.900000095367432,77.33118438720703,66558.6796875,0.0,3.0,1.0,1007.0,196.1414794921875
1990.0,0.0,7.900000095367432,75.15338134765625,66582.0546875,0.0,3.0,1.0,1007.0,219.32516479492188
1991.0,0.0,7.900000095367432,71.6593246459961,60929.515625,0.0,3.0,1.0,1007.0,232.01174926757812
1992.0,0.0,7.900000095367432,67.82918548583984,68765.8359375,0.0,3.0,1.0,1007.0,234.16371154785156
1993.0,0.0,8.0,65.37396240234375,66617.734375,0.0,3.0,1.0,1007.0,233.3795166015625
1969.0,0.0,28.600000381469727,56.793479919433594,161519.03125,0.0,1.0,1.0,1009.0,1024.45654296875
1970.0,0.0,28.799999237060547,72.82051086425781,161646.15625,0.0,1.0,1.0,1009.0,1066.666748046875
1971.0,0.0,29.799999237060547,84.02948760986328,169744.46875,0.0,1.0,1.0,1009.0,1004.9140014648438
1972.0,0.0,30.100000381469727,85.44152069091797,195338.890625,0.0,1.0,1.0,1009.0,894.9879760742188
1973.0,0.0,30.799999237060547,90.29345703125,209796.84375,0.0,1.0,1.0,1009.0,855.530517578125
1974.0,0.0,31.299999237060547,130.1619415283203,210635.625,0.0,1.0,1.0,1009.0,795.5465087890625
1975.0,0.0,31.899999618530273,131.9188232421875,192568.265625,0.0,1.0,1.0,1009.0,1088.5609130859375
1976.0,0.0,32.29999923706055,120.4903793334961,218073.5625,0.0,1.0,1.0,1009.0,1155.866943359375
1977.0,0.0,33.0,120.49180603027344,226536.0625,0.0,1.0,1.0,1009.0,1144.2623291015625
1978.0,0.0,33.29999923706055,124.35311889648438,240546.4375,0.0,2.0,1.0,1009.0,943.6834716796875
1979.0,0.0,33.79999923706055,115.73187255859375,240362.515625,0.0,2.0,1.0,1009.0,980.84814453125
1980.0,0.0,34.0,105.68319702148438,219089.484375,0.0,2.0,1.0,1009.0,948.0048828125
1981.0,0.0,34.0,103.16593933105469,220676.859375,0.0,2.0,1.0,1009.0,965.0654907226562
1982.0,0.0,34.400001525878906,103.17948913574219,212693.328125,0.0,2.0,1.0,1009.0,780.5128173828125
1983.0,0.0,34.400001525878906,100.10009765625,211016.015625,0.0,3.0,1.0,1009.0,787.7877807617188
1984.0,0.0,34.400001525878906,98.46302032470703,242249.765625,0.0,3.0,1.0,1009.0,846.3016357421875
1985.0,0.0,34.0,95.36177825927734,236951.75,0.0,3.0,1.0,1009.0,868.2745361328125
1986.0,0.0,34.099998474121094,92.1461181640625,243639.265625,0.0,3.0,1.0,1009.0,899.5433349609375
1987.0,0.0,34.0,84.44639587402344,248975.390625,0.0,3.0,1.0,1009.0,880.4920654296875
1988.0,0.0,33.70000076293945,80.75949096679688,251978.90625,0.0,3.0,1.0,1009.0,904.6414184570312
1989.0,0.0,33.79999923706055,77.33118438720703,261233.109375,0.0,3.0,1.0,1009.0,952.5723876953125
1990.0,0.0,34.099998474121094,75.15338134765625,264679.46875,0.0,3.0,1.0,1009.0,1049.8466796875
1991.0,0.0,34.29999923706055,71.6593246459961,271816.4375,0.0,3.0,1.0,1009.0,1062.408203125
1992.0,0.0,34.5,67.82918548583984,291223.5,0.0,3.0,1.0,1009.0,1030.60498046875
1993.0,0.0,34.900001525878906,65.37396240234375,302365.65625,0.0,3.0,1.0,1009.0,853.878173828125
1969.0,0.0,9.199999809265137,56.793479919433594,32505.435546875,0.0,1.0,1.0,1011.0,540.7608642578125
1970.0,0.0,9.199999809265137,72.82051086425781,31312.8203125,0.0,1.0,1.0,1011.0,564.1026000976562
1971.0,0.0,9.399999618530273,84.02948760986328,32194.103515625,0.0,1.0,1.0,1011.0,540.54052734375
1972.0,0.0,9.5,85.44152069091797,35811.453125,0.0,1.0,1.0,1011.0,551.3126220703125
1973.0,0.0,9.600000381469727,90.29345703125,35812.640625,0.0,1.0,1.0,1011.0,516.9300537109375
1974.0,0.0,9.600000381469727,130.1619415283203,36356.2734375,0.0,1.0,1.0,1011.0,471.659912109375
1975.0,0.0,9.699999809265137,131.9188232421875,31682.65625,0.0,1.0,1.0,1011.0,773.062744140625
1976.0,0.0,9.699999809265137,120.4903793334961,31126.095703125,0.0,1.0,1.0,1011.0,921.19091796875
1977.0,0.0,9.699999809265137,120.49180603027344,32755.73828125,0.0,1.0,1.0,1011.0,796.7213134765625
1978.0,0.0,9.899999618530273,124.35311889648438,31331.8125,0.0,2.0,1.0,1011.0,531.2024536132812
1979.0,0.0,10.0,115.73187255859375,29009.576171875,0.0,2.0,1.0,1011.0,512.9959106445312
1980.0,0.0,10.100000381469727,105.68319702148438,28478.83984375,0.0,2.0,1.0,1011.0,493.3494873046875
1981.0,0.0,10.0,103.16593933105469,26651.748046875,0.0,2.0,1.0,1011.0,461.7903747558594
1982.0,0.0,10.100000381469727,103.17948913574219,27024.615234375,0.0,2.0,1.0,1011.0,457.4358825683594
1983.0,0.0,10.199999809265137,100.10009765625,18715.71484375,0.0,3.0,1.0,1011.0,470.470458984375
1984.0,0.0,9.899999618530273,98.46302032470703,30252.642578125,0.0,3.0,1.0,1011.0,438.04034423828125
1985.0,0.0,9.899999618530273,95.36177825927734,26936.919921875,0.0,3.0,1.0,1011.0,454.5454406738281
1986.0,0.0,9.899999618530273,92.1461181640625,24675.798828125,0.0,3.0,1.0,1011.0,446.5753173828125
1987.0,0.0,9.800000190734863,84.44639587402344,26463.091796875,0.0,3.0,1.0,1011.0,409.4903259277344
1988.0,0.0,9.699999809265137,80.75949096679688,27297.046875,0.0,3.0,1.0,1011.0,430.3797607421875
1989.0,0.0,9.699999809265137,77.33118438720703,30845.658203125,0.0,3.0,1.0,1011.0,463.02252197265625
1990.0,0.0,9.699999809265137,75.15338134765625,32017.638671875,0.0,3.0,1.0,1011.0,521.472412109375
1991.0,0.0,9.699999809265137,71.6593246459961,32853.890625,0.0,3.0,1.0,1011.0,676.2114868164062
1992.0,0.0,9.899999618530273,67.82918548583984,34695.375,0.0,3.0,1.0,1011.0,728.8256225585938
1993.0,0.0,10.0,65.37396240234375,35105.265625,0.0,3.0,1.0,1011.0,633.6565551757812
1969.0,1885.6279296875,31.5,56.793479919433594,128804.3515625,2.0,1.0,1.0,1013.0,2687.5
1970.0,1885.6279296875,31.200000762939453,72.82051086425781,130187.1796875,2.0,1.0,1.0,1013.0,2797.43603515625
1971.0,1885.6279296875,31.899999618530273,84.02948760986328,140181.8125,2.0,1.0,1.0,1013.0,2781.32666015625
1972.0,1885.6279296875,32.400001525878906,85.44152069091797,141945.109375,2.0,1.0,1.0,1013.0,2563.24560546875
1973.0,1885.6279296875,33.099998474121094,90.29345703125,145525.96875,2.0,1.0,1.0,1013.0,2507.900634765625
1974.0,1885.6279296875,33.099998474121094,130.1619415283203,162194.328125,2.0,1.0,1.0,1013.0,2540.48583984375
1975.0,1885.6279296875,33.70000076293945,131.9188232421875,171450.1875,2.0,1.0,1.0,1013.0,3494.465087890625
1976.0,1885.6279296875,34.5,120.4903793334961,184448.34375,2.0,1.0,1.0,1013.0,3863.397705078125
1977.0,1885.6279296875,34.5,120.49180603027344,210704.921875,2.0,1.0,1.0,1013.0,3770.49169921875
1978.0,1885.6279296875,34.5,124.35311889648438,225468.8125,2.0,2.0,1.0,1013.0,2881.27880859375
1979.0,1885.6279296875,34.20000076293945,115.73187255859375,221071.140625,2.0,2.0,1.0,1013.0,2789.32958984375
1980.0,1885.6279296875,34.400001525878906,105.68319702148438,219538.09375,2.0,2.0,1.0,1013.0,2758.162109375
1981.0,1885.6279296875,34.20000076293945,103.16593933105469,217332.96875,2.0,2.0,1.0,1013.0,2480.349365234375
1982.0,1885.6279296875,34.099998474121094,103.17948913574219,205311.796875,2.0,2.0,1.0,1013.0,2192.820556640625
1983.0,1885.6279296875,34.29999923706055,100.10009765625,188388.390625,2.0,3.0,1.0,1013.0,2287.287353515625
1984.0,1885.6279296875,34.099998474121094,98.46302032470703,200063.40625,2.0,3.0,1.0,1013.0,2258.4052734375
1985.0,1885.6279296875,33.70000076293945,95.36177825927734,197332.09375,2.0,3.0,1.0,1013.0,2174.39697265625
1986.0,1885.6279296875,33.29999923706055,92.1461181640625,185666.671875,2.0,3.0,1.0,1013.0,2155.2509765625
1987.0,1885.6279296875,32.70000076293945,84.44639587402344,186297.890625,2.0,3.0,1.0,1013.0,2061.511474609375
1988.0,1885.6279296875,32.099998474121094,80.75949096679688,183288.609375,2.0,3.0,1.0,1013.0,2091.983154296875
1989.0,1885.6279296875,31.700000762939453,77.33118438720703,169780.546875,2.0,3.0,1.0,1013.0,2173.633544921875
1990.0,1885.6279296875,31.5,75.15338134765625,169789.890625,2.0,3.0,1.0,1013.0,2365.03076171875
1991.0,1885.6279296875,31.100000381469727,71.6593246459961,162705.578125,2.0,3.0,1.0,1013.0,2607.929443359375
1992.0,1885.6279296875,30.799999237060547,67.82918548583984,165797.15625,2.0,3.0,1.0,1013.0,2636.299072265625
1993.0,1885.6279296875,30.799999237060547,65.37396240234375,169819.265625,2.0,3.0,1.0,1013.0,2528.3935546875
1969.0,0.0,31.700000762939453,56.793479919433594,168418.484375,0.0,1.0,1.0,1015.0,171.19564819335938
1970.0,0.0,33.0,72.82051086425781,168712.828125,0.0,1.0,1.0,1015.0,176.92308044433594
1971.0,0.0,34.20000076293945,84.02948760986328,203324.328125,0.0,1.0,1.0,1015.0,184.27517700195312
1972.0,0.0,34.599998474121094,85.44152069091797,217355.59375,0.0,1.0,1.0,1015.0,264.91644287109375
1973.0,0.0,35.79999923706055,90.29345703125,247110.609375,0.0,1.0,1.0,1015.0,356.6591491699219
1974.0,0.0,37.20000076293945,130.1619415283203,248625.5,0.0,1.0,1.0,1015.0,526.3157958984375
1975.0,0.0,38.29999923706055,131.9188232421875,242603.3125,0.0,1.0,1.0,1015.0,887.453857421875
1976.0,0.0,39.599998474121094,120.4903793334961,280802.09375,0.0,1.0,1.0,1015.0,1045.5341796875
1977.0,0.0,41.400001525878906,120.49180603027344,337398.375,0.0,1.0,1.0,1015.0,1206.557373046875
1978.0,0.0,43.20000076293945,124.35311889648438,393496.21875,0.0,2.0,1.0,1015.0,1161.3394775390625
1979.0,0.0,44.79999923706055,115.73187255859375,418205.21875,0.0,2.0,1.0,1015.0,1012.3118896484375
1980.0,0.0,46.20000076293945,105.68319702148438,395078.625,0.0,2.0,1.0,1015.0,986.698974609375
1981.0,0.0,47.29999923706055,103.16593933105469,372899.5625,0.0,2.0,1.0,1015.0,1103.7117919921875
1982.0,0.0,48.099998474121094,103.17948913574219,352653.34375,0.0,2.0,1.0,1015.0,890.2564086914062
1983.0,0.0,49.0,100.10009765625,375799.78125,0.0,3.0,1.0,1015.0,896.8969116210938
1984.0,0.0,49.70000076293945,98.46302032470703,413392.90625,0.0,3.0,1.0,1015.0,803.073974609375
1985.0,0.0,50.70000076293945,95.36177825927734,453525.96875,0.0,3.0,1.0,1015.0,754.1743774414062
1986.0,0.0,51.599998474121094,92.1461181640625,509432.875,0.0,3.0,1.0,1015.0,748.8583984375
1987.0,0.0,53.5,84.44639587402344,575896.3125,0.0,3.0,1.0,1015.0,666.9595947265625
1988.0,0.0,54.900001525878906,80.75949096679688,650751.875,0.0,3.0,1.0,1015.0,700.4219970703125
1989.0,0.0,56.29999923706055,77.33118438720703,707810.25,0.0,3.0,1.0,1015.0,753.2154541015625
1990.0,0.0,58.099998474121094,75.15338134765625,763962.4375,0.0,3.0,1.0,1015.0,846.6258544921875
1991.0,0.0,60.599998474121094,71.6593246459961,806324.5625,0.0,3.0,1.0,1015.0,918.502197265625
1992.0,0.0,63.0,67.82918548583984,898041.25,0.0,3.0,1.0,1015.0,912.4555053710938
1993.0,0.0,65.30000305175781,65.37396240234375,959898.25,0.0,3.0,1.0,1015.0,934.2105712890625
1969.0,0.0,18.399999618530273,56.793479919433594,98646.7421875,0.0,1.0,1.0,1017.0,633.1521606445312
1970.0,0.0,18.5,72.82051086425781,92115.3828125,0.0,1.0,1.0,1017.0,661.5385131835938
1971.0,0.0,18.700000762939453,84.02948760986328,90130.21875,0.0,1.0,1.0,1017.0,697.7886962890625
1972.0,0.0,18.700000762939453,85.44152069091797,100632.453125,0.0,1.0,1.0,1017.0,727.923583984375
1973.0,0.0,19.0,90.29345703125,109004.515625,0.0,1.0,1.0,1017.0,778.7810668945312
1974.0,0.0,18.899999618530273,130.1619415283203,95645.7421875,0.0,1.0,1.0,1017.0,791.4979248046875
1975.0,0.0,19.0,131.9188232421875,90647.6015625,0.0,1.0,1.0,1017.0,1059.0406494140625
1976.0,0.0,18.899999618530273,120.4903793334961,99882.6640625,0.0,1.0,1.0,1017.0,1082.311767578125
1977.0,0.0,19.0,120.49180603027344,105577.046875,0.0,1.0,1.0,1017.0,1154.098388671875
1978.0,0.0,19.299999237060547,124.35311889648438,139496.203125,0.0,2.0,1.0,1017.0,990.86767578125
1979.0,0.0,18.899999618530273,115.73187255859375,134807.109375,0.0,2.0,1.0,1017.0,915.1846923828125
1980.0,0.0,19.399999618530273,105.68319702148438,132661.4375,0.0,2.0,1.0,1017.0,847.64208984375
1981.0,0.0,19.299999237060547,103.16593933105469,138438.859375,0.0,2.0,1.0,1017.0,790.3930053710938
1982.0,0.0,19.200000762939453,103.17948913574219,118682.0546875,0.0,2.0,1.0,1017.0,618.4615478515625
1983.0,0.0,19.200000762939453,100.10009765625,116229.2265625,0.0,3.0,1.0,1017.0,617.6176147460938
1984.0,0.0,19.299999237060547,98.46302032470703,141929.875,0.0,3.0,1.0,1017.0,579.250732421875
1985.0,0.0,19.200000762939453,95.36177825927734,141794.0625,0.0,3.0,1.0,1017.0,499.9999694824219
1986.0,0.0,19.399999618530273,92.1461181640625,130945.203125,0.0,3.0,1.0,1017.0,496.80364990234375
1987.0,0.0,19.399999618530273,84.44639587402344,123654.65625,0.0,3.0,1.0,1017.0,482.42529296875
1988.0,0.0,19.299999237060547,80.75949096679688,115159.4921875,0.0,3.0,1.0,1017.0,503.7974853515625
1989.0,0.0,19.200000762939453,77.33118438720703,113994.375,0.0,3.0,1.0,1017.0,540.1929321289062
1990.0,0.0,19.200000762939453,75.15338134765625,111235.4375,0.0,3.0,1.0,1017.0,605.0614013671875
1991.0,0.0,19.299999237060547,71.6593246459961,116196.7734375,0.0,3.0,1.0,1017.0,626.2848510742188
1992.0,0.0,19.299999237060547,67.82918548583984,121176.515625,0.0,3.0,1.0,1017.0,633.4519653320312
1993.0,0.0,19.299999237060547,65.37396240234375,117940.4453125,0.0,3.0,1.0,1017.0,545.013916015625
1969.0,183.8619384765625,52.29999923706055,56.793479919433594,505336.96875,1.0,1.0,1.0,1019.0,1654.891357421875
1970.0,183.8619384765625,52.400001525878906,72.82051086425781,522441.03125,1.0,1.0,1.0,1019.0,1723.0770263671875
1971.0,183.8619384765625,52.900001525878906,84.02948760986328,516019.65625,1.0,1.0,1.0,1019.0,1793.61181640625
1972.0,183.8619384765625,53.099998474121094,85.44152069091797,517348.4375,1.0,1.0,1.0,1019.0,1730.3101806640625
1973.0,183.8619384765625,52.400001525878906,90.29345703125,457119.65625,1.0,1.0,1.0,1019.0,1821.6705322265625
1974.0,183.8619384765625,52.29999923706055,130.1619415283203,501356.25,1.0,1.0,1.0,1019.0,1799.5950927734375
1975.0,183.8619384765625,53.0,131.9188232421875,521428.03125,1.0,1.0,1.0,1019.0,2481.5498046875
1976.0,183.8619384765625,53.099998474121094,120.4903793334961,572199.6875,1.0,1.0,1.0,1019.0,2626.97021484375
1977.0,183.8619384765625,54.0,120.49180603027344,605011.5,1.0,1.0,1.0,1019.0,2449.18017578125
1978.0,183.8619384765625,55.400001525878906,124.35311889648438,681770.1875,1.0,2.0,1.0,1019.0,1936.0732421875
1979.0,183.8619384765625,55.599998474121094,115.73187255859375,697313.3125,1.0,2.0,1.0,1019.0,1819.4254150390625
1980.0,183.8619384765625,55.5,105.68319702148438,611754.5625,1.0,2.0,1.0,1019.0,1805.320556640625
1981.0,183.8619384765625,55.20000076293945,103.16593933105469,576085.1875,1.0,2.0,1.0,1019.0,1853.7117919921875
1982.0,183.8619384765625,54.79999923706055,103.17948913574219,536166.125,1.0,2.0,1.0,1019.0,1675.8973388671875
1983.0,183.8619384765625,54.79999923706055,100.10009765625,502052.03125,1.0,3.0,1.0,1019.0,1664.6646728515625
1984.0,183.8619384765625,53.900001525878906,98.46302032470703,502578.3125,1.0,3.0,1.0,1019.0,1715.657958984375
1985.0,183.8619384765625,53.5,95.36177825927734,498622.4375,1.0,3.0,1.0,1019.0,1808.9052734375
1986.0,183.8619384765625,52.79999923706055,92.1461181640625,481561.65625,1.0,3.0,1.0,1019.0,1766.2099609375
1987.0,183.8619384765625,52.20000076293945,84.44639587402344,509504.375,1.0,3.0,1.0,1019.0,1641.476318359375
1988.0,183.8619384765625,51.900001525878906,80.75949096679688,539965.375,1.0,3.0,1.0,1019.0,1680.1688232421875
1989.0,183.8619384765625,51.400001525878906,77.33118438720703,615103.6875,1.0,3.0,1.0,1019.0,1762.0579833984375
1990.0,183.8619384765625,51.099998474121094,75.15338134765625,629641.125,1.0,3.0,1.0,1019.0,1934.8160400390625
1991.0,183.8619384765625,51.29999923706055,71.6593246459961,604441.25,1.0,3.0,1.0,1019.0,2085.903076171875
1992.0,183.8619384765625,51.099998474121094,67.82918548583984,650980.0625,1.0,3.0,1.0,1019.0,2073.3095703125
1993.0,183.8619384765625,50.900001525878906,65.37396240234375,630469.5625,1.0,3.0,1.0,1019.0,2003.4627685546875
