regionno,regionname,year,gdpcap,secagriculture,secenergy,secindustry,secconstruction,secservicesventa,secservicesnonventa,schoolillit,schoolprim,schoolmed,schoolhigh,schoolposthigh,popdens,invest,panel_id,school_illit_share,school_prim_share,school_med_share,school_high_share,school_posthigh_share
2.0,Andalucia,1975.0,4.112182140350342,,,,,,,,,,,,,22.7574157714844,1.0,,,,,
2.0,Andalucia,1976.0,4.2217936515808105,,,,,,,,,,,,,21.5302619934082,1.0,,,,,
2.0,Andalucia,1977.0,4.331690788269043,,,,,,,,,,,,,18.8983554840088,1.0,,,,,
2.0,Andalucia,1978.0,4.305198669433594,,,,,,,,,,,,,19.8129272460938,1.0,,,,,
2.0,Andalucia,1979.0,4.226935386657715,,,,,,,,,,,,,19.6916809082031,1.0,,,,,
2.0,Andalucia,1980.0,4.211511135101318,,,,,,,,,,,,,20.9232215881348,1.0,,,,,
2.0,Andalucia,1981.0,4.20701265335083,,,,,,,,,,,,,21.8307266235352,1.0,,,,,
2.0,Andalucia,1982.0,4.2490715980529785,,,,,,,,,,,,,22.1853771209717,1.0,,,,,
2.0,Andalucia,1983.0,4.291630744934082,,,,,,,,,,,,,21.1268634796143,1.0,,,,,
2.0,Andalucia,1984.0,4.358683109283447,,,,,,,,,,,,,19.9248065948486,1.0,,,,,
2.0,Andalucia,1985.0,4.4265923500061035,,,,,,,,,,,,,20.382495880127,1.0,,,,,
2.0,Andalucia,1986.0,4.663239002227783,,,,,,,,,,,,,19.3726501464844,1.0,,,,,
2.0,Andalucia,1987.0,4.900671005249023,,,,,,,,,,,,,20.4932041168213,1.0,,,,,
2.0,Andalucia,1988.0,5.159597396850586,,,,,,,,,,,,,23.3585662841797,1.0,,,,,
2.0,Andalucia,1989.0,5.41773796081543,,,,,,,,,,,,,25.7622928619385,1.0,,,,,
2.0,Andalucia,1990.0,5.585261344909668,,,,,,,,,,,,,28.3183250427246,1.0,,,,,
2.0,Andalucia,1991.0,5.7492146492004395,,,,,,,,,,,,,26.49245262146,1.0,,,,,
2.0,Andalucia,1992.0,5.641245365142822,,,,,,,,,,,,,24.3187294006348,1.0,,,,,
2.0,Andalucia,1993.0,5.534918308258057,,,,,,,,,,,,,21.1836738586426,1.0,,,,,
2.0,Andalucia,1994.0,5.638817310333252,,,,,,,,,,,,,20.2683906555176,1.0,,,,,
2.0,Andalucia,1995.0,5.720722675323486,,,,,,,,,,,,,22.1725749969482,1.0,,,,,
2.0,Andalucia,1996.0,5.995929718017578,,,,,,,,,,,,,,1.0,,,,,
2.0,Andalucia,1997.0,6.300985336303711,,,,,,,,,,,,,,1.0,,,,,
3.0,Aragon,1955.0,2.2887744903564453,,,,,,,,,,,,,,2.0,,,,,
3.0,Aragon,1956.0,2.4451587200164795,,,,,,,,,,,,,,2.0,,,,,
3.0,Aragon,1957.0,2.6033990383148193,,,,,,,,,,,,,,2.0,,,,,
3.0,Aragon,1958.0,2.6390316486358643,,,,,,,,,,,,,,2.0,,,,,
3.0,Aragon,1959.0,2.6770923137664795,,,,,,,,,,,,,,2.0,,,,,
3.0,Aragon,1960.0,2.881462335586548,,,,,,,,,,,,,,2.0,,,,,
3.0,Aragon,1961.0,3.0995428562164307,25.0699996948242,6.90999984741211,21.6599998474121,6.80000019073486,32.8499984741211,6.71000003814697,,,,,,,,2.0,,,,,
3.0,Aragon,1962.0,3.3591830730438232,,,,,,,,,,,,,,2.0,,,,,
3.0,Aragon,1963.0,3.6141817569732666,25.3400001525879,6.07999992370605,21.7299995422363,7.53000020980835,33.3499984741211,5.96000003814697,,,,,,,,2.0,,,,,
3.0,Aragon,1964.0,3.680091381072998,,,,,,,77.6694641113281,722.28515625,36.2118072509766,14.2490568161011,8.3411340713501,,21.2724781036377,2.0,9.04440975189209,84.1082534790039,4.216772079467773,1.6592661142349243,0.9713036417961121
3.0,Aragon,1965.0,3.7452869415283203,21.0200004577637,6.26999998092651,23.6000003814697,8.28999996185303,34.2299995422363,6.59999990463257,75.8038024902344,723.77685546875,38.2993583679199,14.8717565536499,8.45247268676758,,22.7678966522217,2.0,8.802070617675781,84.04241943359375,4.447186470031738,1.726855993270874,0.9814713597297668
3.0,Aragon,1966.0,3.883319139480591,,,,,,,73.9733581542969,726.22314453125,40.6244239807129,15.5857191085815,8.57572555541992,,21.4764251708984,2.0,8.552007675170898,83.95814514160156,4.696560859680176,1.8018540143966675,0.9914335608482361
3.0,Aragon,1967.0,4.016138076782227,18.4799995422363,6.07999992370605,23.3799991607666,8.43000030517578,35.7099990844727,7.92999982833862,72.1775436401367,730.974853515625,43.3277626037598,16.3962135314941,8.74120998382568,,19.729175567627,2.0,8.28087329864502,83.86417388916016,4.9709601402282715,1.88112473487854,1.0028722286224365
3.0,Aragon,1968.0,4.243644714355469,,,,,,,70.4157562255859,733.101989746094,49.993724822998,17.2527370452881,8.76598262786865,,20.5848808288574,2.0,8.006064414978027,83.3515396118164,5.684139728546143,1.961585521697998,0.996666431427002
3.0,Aragon,1969.0,4.476221084594727,18.7199993133545,6.05000019073486,23.5300006866455,8.10999965667725,35.310001373291,8.27999973297119,68.6874313354492,735.111572265625,56.8352546691895,18.1945724487305,9.22996997833252,24.0400009155273,23.6340599060059,2.0,7.734559059143066,82.77735900878906,6.399942874908447,2.048802614212036,1.0393422842025757
3.0,Aragon,1970.0,4.596258163452148,,,,,,,,,,,,,24.9269580841064,2.0,,,,,
3.0,Aragon,1971.0,4.723721981048584,,,,,,,,,,,,,22.1613140106201,2.0,,,,,
3.0,Aragon,1972.0,5.001285552978516,,,,,,,,,,,,,21.9001197814941,2.0,,,,,
3.0,Aragon,1973.0,5.2834906578063965,,,,,,,,,,,,,22.707145690918,2.0,,,,,
3.0,Aragon,1974.0,5.442373752593994,,,,,,,,,,,,,25.394905090332,2.0,,,,,
3.0,Aragon,1975.0,5.600971221923828,,,,,,,,,,,,,25.4223594665527,2.0,,,,,
3.0,Aragon,1976.0,5.736575126647949,,,,,,,,,,,,,26.0618801116943,2.0,,,,,
3.0,Aragon,1977.0,5.866395473480225,,,,,,,,,,,,,22.859992980957,2.0,,,,,
3.0,Aragon,1978.0,5.925021171569824,,,,,,,,,,,,,21.286657333374,2.0,,,,,
3.0,Aragon,1979.0,5.952799320220947,,,,,,,,,,,,,20.492244720459,2.0,,,,,
3.0,Aragon,1980.0,5.974721431732178,,,,,,,,,,,,,20.7298030853271,2.0,,,,,
3.0,Aragon,1981.0,6.011139392852783,,,,,,,,,,,,,20.8206253051758,2.0,,,,,
3.0,Aragon,1982.0,6.133605003356934,,,,,,,,,,,,,26.4890670776367,2.0,,,,,
3.0,Aragon,1983.0,6.260854244232178,,,,,,,,,,,,,17.5623760223389,2.0,,,,,
3.0,Aragon,1984.0,6.372893810272217,,,,,,,,,,,,,18.1013278961182,2.0,,,,,
3.0,Aragon,1985.0,6.495501518249512,,,,,,,,,,,,,19.533239364624,2.0,,,,,
3.0,Aragon,1986.0,6.926520824432373,,,,,,,,,,,,,18.3258762359619,2.0,,,,,
3.0,Aragon,1987.0,7.358612060546875,,,,,,,,,,,,,19.5995044708252,2.0,,,,,
3.0,Aragon,1988.0,7.802770137786865,,,,,,,,,,,,,20.0823040008545,2.0,,,,,
3.0,Aragon,1989.0,8.242645263671875,,,,,,,,,,,,,22.157751083374,2.0,,,,,
3.0,Aragon,1990.0,8.458297729492188,,,,,,,,,,,,,22.2104244232178,2.0,,,,,
3.0,Aragon,1991.0,8.668237686157227,,,,,,,,,,,,,22.0179557800293,2.0,,,,,
3.0,Aragon,1992.0,8.466866493225098,,,,,,,,,,,,,22.8654041290283,2.0,,,,,
3.0,Aragon,1993.0,8.256926536560059,,,,,,,,,,,,,21.5592422485352,2.0,,,,,
3.0,Aragon,1994.0,8.573978424072266,,,,,,,,,,,,,21.9211864471436,2.0,,,,,
3.0,Aragon,1995.0,8.846757888793945,,,,,,,,,,,,,20.6667442321777,2.0,,,,,
3.0,Aragon,1996.0,9.096686363220215,,,,,,,,,,,,,,2.0,,,,,
3.0,Aragon,1997.0,9.518709182739258,,,,,,,,,,,,,,2.0,,,,,
5.0,Baleares (Islas),1955.0,3.143958806991577,,,,,,,,,,,,,,3.0,,,,,
5.0,Baleares (Islas),1956.0,3.3477578163146973,,,,,,,,,,,,,,3.0,,,,,
5.0,Baleares (Islas),1957.0,3.549628734588623,,,,,,,,,,,,,,3.0,,,,,
5.0,Baleares (Islas),1958.0,3.6426734924316406,,,,,,,,,,,,,,3.0,,,,,
5.0,Baleares (Islas),1959.0,3.7348616123199463,,,,,,,,,,,,,,3.0,,,,,
5.0,Baleares (Islas),1960.0,4.058840274810791,,,,,,,,,,,,,,3.0,,,,,
5.0,Baleares (Islas),1961.0,4.360254287719727,16.3400001525879,2.14000010490417,22.1599998474121,7.05999994277954,45.3800010681152,6.92999982833862,,,,,,,,3.0,,,,,
5.0,Baleares (Islas),1962.0,4.646172523498535,,,,,,,,,,,,,,3.0,,,,,
5.0,Baleares (Islas),1963.0,4.911525249481201,15.8000001907349,1.94000005722046,20.0900001525879,8.14999961853027,48.2900009155273,5.73000001907349,,,,,,,,3.0,,,,,
5.0,Baleares (Islas),1964.0,5.050699710845947,,,,,,,48.0786170959473,294.38134765625,14.7882413864136,5.30359840393066,3.35199999809265,,14.1790342330933,3.0,13.139687538146973,80.45320892333984,4.041565418243408,1.4494515657424927,0.9160877466201782
5.0,Baleares (Islas),1965.0,5.184661388397217,12.5100002288818,2.14000010490417,18.7900009155273,8.88000011444092,52.0999984741211,5.57999992370605,48.0171203613281,296.678833007812,16.258171081543,5.51208782196045,3.46646857261658,,19.0025005340576,3.0,12.979961395263672,80.19805908203125,4.394899845123291,1.4900245666503906,0.937053918838501
5.0,Baleares (Islas),1966.0,5.466795444488525,,,,,,,47.9492034912109,299.291717529297,17.9040660858154,5.75198602676392,3.58977746963501,,26.2534103393555,3.0,12.80397891998291,79.9205093383789,4.780961036682129,1.535965085029602,0.9585859775543213
5.0,Baleares (Islas),1967.0,5.737646579742432,11.0100002288818,2.11999988555908,16.5300006866455,8.60000038146973,54.7799987792969,6.96000003814697,47.8750381469727,302.806091308594,19.802547454834,6.02474308013916,3.7353618144989,,29.701530456543,3.0,12.590617179870605,79.63472747802734,5.207855701446533,1.5844422578811646,0.982359766960144
5.0,Baleares (Islas),1968.0,6.161453723907471,,,,,,,47.7947998046875,304.936309814453,23.6700248718262,6.31135892868042,3.82472586631775,,30.7616958618164,3.0,12.364863395690918,78.88924407958984,6.123608112335205,1.6327946186065674,0.9894844889640808
5.0,Baleares (Islas),1969.0,6.581691265106201,9.98999977111816,2.03999996185303,13.7200002670288,8.77999973297119,58.2099990844727,7.26999998092651,47.7086563110352,306.787414550781,27.8481731414795,6.62585115432739,4.11259126663208,104.169998168945,26.7520999908447,3.0,12.137054443359375,78.04653930664062,7.084558963775635,1.685612678527832,1.0462408065795898
5.0,Baleares (Islas),1970.0,6.887032508850098,,,,,,,,,,,,,26.4437465667725,3.0,,,,,
5.0,Baleares (Islas),1971.0,7.168666362762451,,,,,,,,,,,,,23.7412166595459,3.0,,,,,
5.0,Baleares (Islas),1972.0,7.5706939697265625,,,,,,,,,,,,,23.8075218200684,3.0,,,,,
5.0,Baleares (Islas),1973.0,7.956297874450684,,,,,,,,,,,,,23.1038875579834,3.0,,,,,
5.0,Baleares (Islas),1974.0,7.972722053527832,,,,,,,,,,,,,23.3105583190918,3.0,,,,,
5.0,Baleares (Islas),1975.0,7.974149703979492,,,,,,,,,,,,,22.3685703277588,3.0,,,,,
5.0,Baleares (Islas),1976.0,8.034847259521484,,,,,,,,,,,,,19.8859233856201,3.0,,,,,
5.0,Baleares (Islas),1977.0,8.080548286437988,,,,,,,,,,,,,18.0879421234131,3.0,,,,,
5.0,Baleares (Islas),1978.0,8.041987419128418,,,,,,,,,,,,,17.650239944458,3.0,,,,,
5.0,Baleares (Islas),1979.0,8.00485610961914,,,,,,,,,,,,,17.8388481140137,3.0,,,,,
5.0,Baleares (Islas),1980.0,8.259782791137695,,,,,,,,,,,,,18.2605838775635,3.0,,,,,
5.0,Baleares (Islas),1981.0,8.531133651733398,,,,,,,,,,,,,14.8526191711426,3.0,,,,,
5.0,Baleares (Islas),1982.0,8.72250747680664,,,,,,,,,,,,,13.5585250854492,3.0,,,,,
5.0,Baleares (Islas),1983.0,8.925307273864746,,,,,,,,,,,,,11.6211080551147,3.0,,,,,
5.0,Baleares (Islas),1984.0,9.275920867919922,,,,,,,,,,,,,10.1354694366455,3.0,,,,,
5.0,Baleares (Islas),1985.0,9.652241706848145,,,,,,,,,,,,,11.3290481567383,3.0,,,,,
5.0,Baleares (Islas),1986.0,10.257783889770508,,,,,,,,,,,,,16.519567489624,3.0,,,,,
5.0,Baleares (Islas),1987.0,10.823335647583008,,,,,,,,,,,,,21.2754974365234,3.0,,,,,
5.0,Baleares (Islas),1988.0,11.120394706726074,,,,,,,,,,,,,25.1139583587646,3.0,,,,,
5.0,Baleares (Islas),1989.0,11.40816879272461,,,,,,,,,,,,,24.8808898925781,3.0,,,,,
5.0,Baleares (Islas),1990.0,11.51242446899414,,,,,,,,,,,,,23.360876083374,3.0,,,,,
5.0,Baleares (Islas),1991.0,11.679519653320312,,,,,,,,,,,,,20.8074073791504,3.0,,,,,
5.0,Baleares (Islas),1992.0,11.319622993469238,,,,,,,,,,,,,18.028039932251,3.0,,,,,
5.0,Baleares (Islas),1993.0,10.969722747802734,,,,,,,,,,,,,14.9990978240967,3.0,,,,,
5.0,Baleares (Islas),1994.0,11.419593811035156,,,,,,,,,,,,,17.0898628234863,3.0,,,,,
5.0,Baleares (Islas),1995.0,11.773778915405273,,,,,,,,,,,,,17.896915435791,3.0,,,,,
5.0,Baleares (Islas),1996.0,11.926591873168945,,,,,,,,,,,,,,3.0,,,,,
5.0,Baleares (Islas),1997.0,12.350043296813965,,,,,,,,,,,,,,3.0,,,,,
17.0,Basque Country (Pais Vasco),1955.0,3.853184700012207,,,,,,,,,,,,,,4.0,,,,,
17.0,Basque Country (Pais Vasco),1956.0,3.9456582069396973,,,,,,,,,,,,,,4.0,,,,,
17.0,Basque Country (Pais Vasco),1957.0,4.033561706542969,,,,,,,,,,,,,,4.0,,,,,
17.0,Basque Country (Pais Vasco),1958.0,4.023421764373779,,,,,,,,,,,,,,4.0,,,,,
17.0,Basque Country (Pais Vasco),1959.0,4.013782024383545,,,,,,,,,,,,,,4.0,,,,,
17.0,Basque Country (Pais Vasco),1960.0,4.285918235778809,,,,,,,,,,,,,,4.0,,,,,
17.0,Basque Country (Pais Vasco),1961.0,4.574336051940918,7.96000003814697,4.73000001907349,44.2599983215332,5.53000020980835,33.5900001525879,3.94000005722046,,,,,,,,4.0,,,,,
17.0,Basque Country (Pais Vasco),1962.0,4.898957252502441,,,,,,,,,,,,,,4.0,,,,,
17.0,Basque Country (Pais Vasco),1963.0,5.197014808654785,8.10999965667725,4.25,44.4300003051758,5.92000007629395,33.8699989318848,3.4300000667572,,,,,,,,4.0,,,,,
17.0,Basque Country (Pais Vasco),1964.0,5.338902950286865,,,,,,,36.3632392883301,969.140014648438,67.9733352661133,21.6917819976807,12.2613000869751,,23.8191528320312,4.0,3.2835710048675537,87.51255798339844,6.137937068939209,1.9587502479553223,1.1071854829788208
17.0,Basque Country (Pais Vasco),1965.0,5.465153217315674,6.73000001907349,4.05000019073486,46.2200012207031,6.36999988555908,33.0,3.64000010490417,37.8310432434082,992.827880859375,74.1777114868164,23.062183380127,12.6866369247437,,25.4604396820068,4.0,3.3168091773986816,87.04546356201172,6.503477096557617,2.0219602584838867,1.112291693687439
17.0,Basque Country (Pais Vasco),1966.0,5.545915603637695,,,,,,,39.2548980712891,1018.14312744141,81.1203002929688,24.6179656982422,13.1446952819824,,25.0173454284668,4.0,3.3372042179107666,86.55611419677734,6.896337032318115,2.0928642749786377,1.1174792051315308
17.0,Basque Country (Pais Vasco),1967.0,5.614895820617676,5.8899998664856,3.75,45.1100006103516,6.48000001907349,34.2200012207031,4.55000019073486,40.6356964111328,1046.98718261719,89.1361541748047,26.3764228820801,13.684739112854,,23.4360332489014,4.0,3.33949875831604,86.04288482666016,7.3253350257873535,2.167651653289795,1.1246311664581299
17.0,Basque Country (Pais Vasco),1968.0,5.852184772491455,,,,,,,41.9743118286133,1070.11999511719,105.888786315918,28.264331817627,14.0191659927368,,23.7783908843994,4.0,3.330589771270752,84.91219329833984,8.402093887329102,2.2427263259887695,1.1123968362808228
17.0,Basque Country (Pais Vasco),1969.0,6.0814056396484375,5.53000020980835,3.75,45.3899993896484,6.44999980926514,34.0900001525879,4.80000019073486,43.271598815918,1093.23559570312,123.85572052002,30.3524646759033,15.0817813873291,246.889999389648,26.3729362487793,4.0,3.313807249069214,83.7217025756836,9.485066413879395,2.324439525604248,1.1549866199493408
17.0,Basque Country (Pais Vasco),1970.0,6.170094013214111,,,,,,,,,,,,,25.4970436096191,4.0,,,,,
17.0,Basque Country (Pais Vasco),1971.0,6.283633232116699,,,,,,,,,,,,,22.7163124084473,4.0,,,,,
17.0,Basque Country (Pais Vasco),1972.0,6.55555534362793,,,,,,,,,,,,,24.5688056945801,4.0,,,,,
17.0,Basque Country (Pais Vasco),1973.0,6.8107686042785645,,,,,,,,,,,,,23.0518627166748,4.0,,,,,
17.0,Basque Country (Pais Vasco),1974.0,7.105184078216553,,,,,,,,,,,,,23.7866611480713,4.0,,,,,
17.0,Basque Country (Pais Vasco),1975.0,7.377891540527344,,,,,,,,,,,,,19.8656044006348,4.0,,,,,
17.0,Basque Country (Pais Vasco),1976.0,7.232933521270752,,,,,,,,,,,,,20.3656425476074,4.0,,,,,
17.0,Basque Country (Pais Vasco),1977.0,7.089831352233887,,,,,,,,,,,,,20.0888938903809,4.0,,,,,
17.0,Basque Country (Pais Vasco),1978.0,6.786703586578369,,,,,,,,,,,,,18.5496139526367,4.0,,,,,
17.0,Basque Country (Pais Vasco),1979.0,6.639817237854004,,,,,,,,,,,,,16.3017597198486,4.0,,,,,
17.0,Basque Country (Pais Vasco),1980.0,6.562839031219482,,,,,,,,,,,,,16.5340042114258,4.0,,,,,
17.0,Basque Country (Pais Vasco),1981.0,6.5007853507995605,,,,,,,,,,,,,15.7956075668335,4.0,,,,,
17.0,Basque Country (Pais Vasco),1982.0,6.545058727264404,,,,,,,,,,,,,14.4020538330078,4.0,,,,,
17.0,Basque Country (Pais Vasco),1983.0,6.595329761505127,,,,,,,,,,,,,15.0416736602783,4.0,,,,,
17.0,Basque Country (Pais Vasco),1984.0,6.761496543884277,,,,,,,,,,,,,14.7125797271729,4.0,,,,,
17.0,Basque Country (Pais Vasco),1985.0,6.937160491943359,,,,,,,,,,,,,15.6840753555298,4.0,,,,,
17.0,Basque Country (Pais Vasco),1986.0,7.332190990447998,,,,,,,,,,,,,16.3246994018555,4.0,,,,,
17.0,Basque Country (Pais Vasco),1987.0,7.742788314819336,,,,,,,,,,,,,15.5889568328857,4.0,,,,,
17.0,Basque Country (Pais Vasco),1988.0,8.120536804199219,,,,,,,,,,,,,16.8475723266602,4.0,,,,,
17.0,Basque Country (Pais Vasco),1989.0,8.509711265563965,,,,,,,,,,,,,19.7838096618652,4.0,,,,,
17.0,Basque Country (Pais Vasco),1990.0,8.776778221130371,,,,,,,,,,,,,19.9347801208496,4.0,,,,,
17.0,Basque Country (Pais Vasco),1991.0,9.02527904510498,,,,,,,,,,,,,20.0072422027588,4.0,,,,,
17.0,Basque Country (Pais Vasco),1992.0,8.873892784118652,,,,,,,,,,,,,19.9394264221191,4.0,,,,,
17.0,Basque Country (Pais Vasco),1993.0,8.718223571777344,,,,,,,,,,,,,17.9752731323242,4.0,,,,,
17.0,Basque Country (Pais Vasco),1994.0,9.01813793182373,,,,,,,,,,,,,17.893705368042,4.0,,,,,
17.0,Basque Country (Pais Vasco),1995.0,9.440874099731445,,,,,,,,,,,,,19.266321182251,4.0,,,,,
17.0,Basque Country (Pais Vasco),1996.0,9.686517715454102,,,,,,,,,,,,,,4.0,,,,,
17.0,Basque Country (Pais Vasco),1997.0,10.170665740966797,,,,,,,,,,,,,,4.0,,,,,
6.0,Canarias,1955.0,1.9143816232681274,,,,,,,,,,,,,,5.0,,,,,
6.0,Canarias,1956.0,2.0718367099761963,,,,,,,,,,,,,,5.0,,,,,
6.0,Canarias,1957.0,2.2260782718658447,,,,,,,,,,,,,,5.0,,,,,
6.0,Canarias,1958.0,2.220865488052368,,,,,,,,,,,,,,5.0,,,,,
6.0,Canarias,1959.0,2.2134389877319336,,,,,,,,,,,,,,5.0,,,,,
6.0,Canarias,1960.0,2.3576836585998535,,,,,,,,,,,,,,5.0,,,,,
6.0,Canarias,1961.0,2.4457297325134277,26.2099990844727,9.53999996185303,9.78999996185303,6.17999982833862,40.2299995422363,8.0600004196167,,,,,,,,5.0,,,,,
6.0,Canarias,1962.0,2.6482431888580322,,,,,,,,,,,,,,5.0,,,,,
6.0,Canarias,1963.0,2.8447587490081787,23.9099998474121,8.42000007629395,9.85000038146973,6.80999994277954,43.9900016784668,7.01999998092651,,,,,,,,5.0,,,,,
6.0,Canarias,1964.0,2.9511568546295166,,,,,,,134.977569580078,505.942596435547,33.2646560668945,10.2709188461304,5.27583169937134,,17.0259399414062,5.0,19.569580078125,73.35355377197266,4.822840690612793,1.4891183376312256,0.764910876750946
6.0,Canarias,1965.0,3.054198741912842,19.4300003051758,8.0,10.0500001907349,8.68000030517578,46.1500015258789,7.69999980926514,132.246612548828,512.223693847656,36.6822166442871,10.8871955871582,5.47498607635498,,20.9989643096924,5.0,18.959688186645508,73.43553924560547,5.258988380432129,1.5608553886413574,0.7849276661872864
6.0,Canarias,1966.0,3.231790781021118,,,,,,,129.563690185547,518.962585449219,40.5098114013672,11.587664604187,5.68915796279907,,26.6728916168213,5.0,18.343666076660156,73.47488403320312,5.735391616821289,1.6405850648880005,0.805472731590271
6.0,Canarias,1967.0,3.4033846855163574,16.1800003051758,6.92000007629395,9.82999992370605,10.3999996185303,47.0900001525879,9.59000015258789,126.92797088623,527.237548828125,44.9232215881348,12.3797988891602,5.93983459472656,,30.120325088501,5.0,17.692567825317383,73.4919662475586,6.261875629425049,1.7256278991699219,0.8279572129249573
6.0,Canarias,1968.0,3.660311460494995,,,,,,,124.338722229004,532.043151855469,53.8288078308105,13.2286462783813,6.10211324691772,,32.150463104248,5.0,17.043407440185547,72.92843627929688,7.378444194793701,1.8132823705673218,0.8364313244819641
6.0,Canarias,1969.0,3.912882089614868,13.9899997711182,6.21000003814697,9.5600004196167,11.2799997329712,48.9300003051758,10.039999961853,121.79515838623,536.16015625,63.4762229919434,14.1668691635132,6.5828104019165,148.25,28.7568988800049,5.0,16.41043472290039,72.24113464355469,8.552658081054688,1.9088153839111328,0.8869546055793762
6.0,Canarias,1970.0,4.224935531616211,,,,,,,,,,,,,23.9603977203369,5.0,,,,,
6.0,Canarias,1971.0,4.4935736656188965,,,,,,,,,,,,,23.4238739013672,5.0,,,,,
6.0,Canarias,1972.0,4.781919479370117,,,,,,,,,,,,,27.6821231842041,5.0,,,,,
6.0,Canarias,1973.0,5.05491304397583,,,,,,,,,,,,,26.5648536682129,5.0,,,,,
6.0,Canarias,1974.0,4.967794895172119,,,,,,,,,,,,,23.0051422119141,5.0,,,,,
6.0,Canarias,1975.0,4.881533622741699,,,,,,,,,,,,,20.5993461608887,5.0,,,,,
6.0,Canarias,1976.0,4.9484429359436035,,,,,,,,,,,,,18.8343353271484,5.0,,,,,
6.0,Canarias,1977.0,5.0079264640808105,,,,,,,,,,,,,20.2992210388184,5.0,,,,,
6.0,Canarias,1978.0,5.040916919708252,,,,,,,,,,,,,19.8448696136475,5.0,,,,,
6.0,Canarias,1979.0,5.233504772186279,,,,,,,,,,,,,18.7241382598877,5.0,,,,,
6.0,Canarias,1980.0,5.437089443206787,,,,,,,,,,,,,18.553279876709,5.0,,,,,
6.0,Canarias,1981.0,5.65824031829834,,,,,,,,,,,,,16.641674041748,5.0,,,,,
6.0,Canarias,1982.0,5.68730354309082,,,,,,,,,,,,,16.3411331176758,5.0,,,,,
6.0,Canarias,1983.0,5.719865798950195,,,,,,,,,,,,,14.9887752532959,5.0,,,,,
6.0,Canarias,1984.0,5.801342487335205,,,,,,,,,,,,,15.7615900039673,5.0,,,,,
