data_id,treat,age,educ,black,hisp,marr,nodegree,re74,re75,re78,age2,educ2,re742,re752,blacku74
Dehejia-Wahba Sample,1.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,289.0,64.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1923.93798828125,841.0,64.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,4666.23583984375,1225.0,100.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,549.2984008789062,729.0,121.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,29.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,762.9146118164062,841.0,16.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,28.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,10694.2900390625,784.0,81.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,729.0,121.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,23.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,529.0,49.0,0.0,0.0,0.0
Dehejia-Wahba Sample,1.0,45.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,8546.71484375,2025.0,25.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,29.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,7479.65576171875,841.0,169.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,27.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,729.0,81.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,46.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,647.20458984375,2116.0,169.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,18.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,324.0,36.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,11965.8095703125,625.0,144.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,28.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,9598.541015625,784.0,225.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,25.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,18783.349609375,625.0,121.0,0.0,0.0,0.0
Dehejia-Wahba Sample,1.0,22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,18678.080078125,484.0,144.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,21.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,441.0,81.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,40.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,23005.599609375,1600.0,121.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,22.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,6456.69677734375,484.0,121.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,144.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,18.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2321.10693359375,324.0,144.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,38.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4941.84912109375,1444.0,144.0,0.0,0.0,0.0
Dehejia-Wahba Sample,1.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,169.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,27.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,729.0,64.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,38.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1444.0,121.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,23.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,3881.283935546875,529.0,64.0,0.0,0.0,0.0
Dehejia-Wahba Sample,1.0,26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,17230.9609375,676.0,121.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8048.60302734375,441.0,144.0,0.0,0.0,0.0
Dehejia-Wahba Sample,1.0,25.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,625.0,64.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,14509.9296875,961.0,121.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,289.0,100.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,625.0,121.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,9983.7841796875,441.0,144.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,44.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1936.0,121.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5587.5029296875,625.0,144.0,0.0,0.0,0.0
Dehejia-Wahba Sample,1.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,4482.84521484375,324.0,81.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,42.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2456.153076171875,1764.0,144.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,625.0,100.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,31.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,26817.599609375,961.0,81.0,0.0,0.0,0.0
Dehejia-Wahba Sample,1.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,576.0,100.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,9265.7880859375,676.0,100.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,485.22979736328125,625.0,121.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4814.626953125,324.0,121.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7458.10498046875,361.0,121.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,43.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1849.0,81.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,34099.28125,729.0,169.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1953.2679443359375,289.0,81.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,30.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,900.0,121.0,0.0,0.0,1.0
Dehejia-Wahba Sample,1.0,26.0,10.0,1.0,0.0,1.0,1.0,2027.9990234375,0.0,0.0,676.0,100.0,4112780.0,0.0,0.0
Dehejia-Wahba Sample,1.0,20.0,9.0,1.0,0.0,0.0,1.0,6083.994140625,0.0,8881.6650390625,400.0,81.0,37014984.0,0.0,0.0
Dehejia-Wahba Sample,1.0,17.0,9.0,0.0,1.0,0.0,1.0,445.17041015625,74.34345245361328,6210.669921875,289.0,81.0,198176.6875,5526.94873046875,0.0
Dehejia-Wahba Sample,1.0,20.0,12.0,1.0,0.0,0.0,0.0,989.267822265625,165.20770263671875,0.0,400.0,144.0,978650.8125,27293.5859375,0.0
Dehejia-Wahba Sample,1.0,18.0,11.0,1.0,0.0,0.0,1.0,858.2542724609375,214.5635986328125,929.8839111328125,324.0,121.0,736600.375,46037.5390625,0.0
Dehejia-Wahba Sample,1.0,27.0,12.0,1.0,0.0,1.0,0.0,3670.8720703125,334.0492858886719,0.0,729.0,144.0,13475302.0,111588.921875,0.0
Dehejia-Wahba Sample,1.0,21.0,12.0,0.0,0.0,0.0,0.0,3670.8720703125,334.0494079589844,12558.01953125,441.0,144.0,13475302.0,111589.0078125,0.0
Dehejia-Wahba Sample,1.0,27.0,12.0,1.0,0.0,0.0,0.0,2143.4130859375,357.94989013671875,22163.25,729.0,144.0,4594219.5,128128.125,0.0
Dehejia-Wahba Sample,1.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,377.568603515625,1652.636962890625,400.0,144.0,0.0,142558.046875,1.0
Dehejia-Wahba Sample,1.0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,385.27410888671875,8124.71484375,361.0,100.0,0.0,148436.140625,1.0
Dehejia-Wahba Sample,1.0,23.0,12.0,1.0,0.0,0.0,0.0,5506.30810546875,501.0740966796875,671.331787109375,529.0,144.0,30319428.0,251075.25,0.0
Dehejia-Wahba Sample,1.0,29.0,14.0,1.0,0.0,0.0,0.0,0.0,679.6734008789062,17814.98046875,841.0,196.0,0.0,461955.9375,1.0
Dehejia-Wahba Sample,1.0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,798.9078979492188,9737.154296875,324.0,100.0,0.0,638253.8125,1.0
Dehejia-Wahba Sample,1.0,19.0,9.0,1.0,0.0,0.0,1.0,0.0,798.9078979492188,17685.1796875,361.0,81.0,0.0,638253.8125,1.0
Dehejia-Wahba Sample,1.0,27.0,13.0,0.0,0.0,1.0,0.0,9381.56640625,853.7224731445312,0.0,729.0,169.0,88013792.0,728842.0625,0.0
Dehejia-Wahba Sample,1.0,18.0,11.0,0.0,0.0,0.0,1.0,3678.23095703125,919.5579223632812,4321.705078125,324.0,121.0,13529383.0,845586.75,0.0
Dehejia-Wahba Sample,1.0,27.0,9.0,1.0,0.0,1.0,1.0,0.0,934.4453735351562,1773.4229736328125,729.0,81.0,0.0,873188.125,1.0
Dehejia-Wahba Sample,1.0,22.0,12.0,1.0,0.0,0.0,0.0,5605.85205078125,936.1773071289062,0.0,484.0,144.0,31425578.0,876427.9375,0.0
Dehejia-Wahba Sample,1.0,23.0,10.0,1.0,0.0,1.0,1.0,0.0,936.4385986328125,11233.259765625,529.0,100.0,0.0,876917.25,1.0
Dehejia-Wahba Sample,1.0,23.0,12.0,0.0,1.0,0.0,0.0,9385.740234375,1117.43896484375,559.4431762695312,529.0,144.0,88092120.0,1248669.875,0.0
Dehejia-Wahba Sample,1.0,20.0,11.0,1.0,0.0,0.0,1.0,3637.498046875,1220.8360595703125,1085.43994140625,400.0,121.0,13231392.0,1490440.625,0.0
Dehejia-Wahba Sample,1.0,17.0,9.0,1.0,0.0,0.0,1.0,1716.509033203125,1253.43896484375,5445.2001953125,289.0,81.0,2946403.25,1571109.25,0.0
Dehejia-Wahba Sample,1.0,28.0,11.0,1.0,0.0,0.0,1.0,0.0,1284.0789794921875,60307.9296875,784.0,121.0,0.0,1648858.875,1.0
Dehejia-Wahba Sample,1.0,26.0,11.0,1.0,0.0,1.0,1.0,0.0,1392.85302734375,1460.3599853515625,676.0,121.0,0.0,1940039.5,1.0
Dehejia-Wahba Sample,1.0,20.0,11.0,1.0,0.0,0.0,1.0,16318.6201171875,1484.9940185546875,6943.341796875,400.0,121.0,266297360.0,2205207.25,0.0
Dehejia-Wahba Sample,1.0,24.0,11.0,1.0,0.0,1.0,1.0,824.3886108398438,1666.113037109375,4032.7080078125,576.0,121.0,679616.5625,2775932.75,0.0
Dehejia-Wahba Sample,1.0,31.0,9.0,1.0,0.0,0.0,1.0,0.0,1698.6070556640625,10363.26953125,961.0,81.0,0.0,2885266.0,1.0
Dehejia-Wahba Sample,1.0,23.0,8.0,0.0,0.0,1.0,1.0,0.0,1713.1500244140625,4232.30908203125,529.0,64.0,0.0,2934883.0,0.0
Dehejia-Wahba Sample,1.0,18.0,10.0,1.0,0.0,0.0,1.0,2143.410888671875,1784.2740478515625,11141.3896484375,324.0,100.0,4594210.0,3183634.0,0.0
Dehejia-Wahba Sample,1.0,29.0,12.0,1.0,0.0,0.0,0.0,10881.9404296875,1817.2840576171875,0.0,841.0,144.0,118416624.0,3302521.25,0.0
Dehejia-Wahba Sample,1.0,26.0,11.0,0.0,0.0,0.0,1.0,0.0,2226.26611328125,13385.8603515625,676.0,121.0,0.0,4956261.0,0.0
Dehejia-Wahba Sample,1.0,24.0,9.0,1.0,0.0,0.0,1.0,9154.7001953125,2288.675048828125,4849.55908203125,576.0,81.0,83808536.0,5238033.5,0.0
Dehejia-Wahba Sample,1.0,25.0,12.0,1.0,0.0,0.0,0.0,14426.7900390625,2409.27392578125,0.0,625.0,144.0,208132272.0,5804601.0,0.0
Dehejia-Wahba Sample,1.0,24.0,10.0,1.0,0.0,0.0,1.0,4250.40185546875,2421.947021484375,1660.508056640625,576.0,100.0,18065916.0,5865827.5,0.0
Dehejia-Wahba Sample,1.0,46.0,8.0,1.0,0.0,0.0,1.0,3165.657958984375,2594.722900390625,0.0,2116.0,64.0,10021390.0,6732587.0,0.0
Dehejia-Wahba Sample,1.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,2611.218017578125,2484.549072265625,961.0,144.0,0.0,6818459.5,0.0
Dehejia-Wahba Sample,1.0,19.0,11.0,1.0,0.0,0.0,1.0,2305.02587890625,2615.27587890625,4146.60302734375,361.0,121.0,5313144.5,6839668.0,0.0
Dehejia-Wahba Sample,1.0,19.0,8.0,1.0,0.0,0.0,1.0,0.0,2657.056884765625,9970.6806640625,361.0,64.0,0.0,7059951.5,1.0
Dehejia-Wahba Sample,1.0,27.0,11.0,1.0,0.0,0.0,1.0,2206.93994140625,2666.27392578125,0.0,729.0,121.0,4870584.0,7109016.5,0.0
Dehejia-Wahba Sample,1.0,26.0,11.0,1.0,0.0,1.0,1.0,0.0,2754.64599609375,26372.279296875,676.0,121.0,0.0,7588074.5,1.0
Dehejia-Wahba Sample,1.0,20.0,10.0,1.0,0.0,0.0,1.0,5005.73095703125,2777.35498046875,5615.18896484375,400.0,100.0,25057342.0,7713700.5,0.0
Dehejia-Wahba Sample,1.0,28.0,10.0,1.0,0.0,0.0,1.0,0.0,2836.506103515625,3196.571044921875,784.0,100.0,0.0,8045767.0,1.0
Dehejia-Wahba Sample,1.0,24.0,12.0,1.0,0.0,0.0,0.0,13765.75,2842.763916015625,6167.68115234375,576.0,144.0,189495872.0,8081306.5,0.0
Dehejia-Wahba Sample,1.0,19.0,8.0,1.0,0.0,0.0,1.0,2636.35302734375,2937.263916015625,7535.94189453125,361.0,64.0,6950357.5,8627519.0,0.0
Dehejia-Wahba Sample,1.0,23.0,12.0,1.0,0.0,0.0,0.0,6269.3408203125,3039.9599609375,8484.2392578125,529.0,144.0,39304636.0,9241357.0,0.0
Dehejia-Wahba Sample,1.0,42.0,9.0,1.0,0.0,1.0,1.0,0.0,3058.531005859375,1294.4090576171875,1764.0,81.0,0.0,9354612.0,1.0
Dehejia-Wahba Sample,1.0,25.0,13.0,1.0,0.0,0.0,0.0,12362.9296875,3090.73193359375,0.0,625.0,169.0,152842032.0,9552624.0,0.0
Dehejia-Wahba Sample,1.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,3287.375,5010.341796875,324.0,81.0,0.0,10806834.0,1.0
Dehejia-Wahba Sample,1.0,21.0,12.0,1.0,0.0,0.0,0.0,6473.68310546875,3332.408935546875,9371.037109375,441.0,144.0,41908572.0,11104949.0,0.0
Dehejia-Wahba Sample,1.0,27.0,10.0,1.0,0.0,0.0,1.0,1001.14599609375,3550.074951171875,0.0,729.0,100.0,1002293.3125,12603032.0,0.0
Dehejia-Wahba Sample,1.0,21.0,8.0,1.0,0.0,0.0,1.0,989.267822265625,3695.89697265625,4279.61279296875,441.0,64.0,978650.8125,13659654.0,0.0
Dehejia-Wahba Sample,1.0,22.0,9.0,1.0,0.0,0.0,1.0,2192.876953125,3836.986083984375,3462.56396484375,484.0,81.0,4808709.5,14722462.0,0.0
Dehejia-Wahba Sample,1.0,31.0,4.0,1.0,0.0,0.0,1.0,8517.5888671875,4023.2109375,7382.548828125,961.0,16.0,72549320.0,16186226.0,0.0
Dehejia-Wahba Sample,1.0,24.0,10.0,1.0,0.0,1.0,1.0,11703.2001953125,4078.152099609375,0.0,576.0,100.0,136964896.0,16631325.0,0.0
Dehejia-Wahba Sample,1.0,29.0,10.0,1.0,0.0,0.0,1.0,0.0,4398.9501953125,0.0,841.0,100.0,0.0,19350762.0,1.0
Dehejia-Wahba Sample,1.0,29.0,12.0,1.0,0.0,0.0,0.0,9748.38671875,4878.93701171875,10976.509765625,841.0,144.0,95031040.0,23804026.0,0.0
Dehejia-Wahba Sample,1.0,19.0,10.0,0.0,0.0,0.0,1.0,0.0,5324.10888671875,13829.6201171875,361.0,100.0,0.0,28346136.0,0.0
Dehejia-Wahba Sample,1.0,19.0,11.0,0.0,1.0,1.0,1.0,5424.48486328125,5463.80322265625,6788.462890625,361.0,121.0,29425036.0,29853146.0,0.0
Dehejia-Wahba Sample,1.0,31.0,9.0,1.0,0.0,0.0,1.0,10717.0302734375,5517.8408203125,9558.5009765625,961.0,81.0,114854736.0,30446568.0,0.0
Dehejia-Wahba Sample,1.0,22.0,10.0,1.0,0.0,1.0,1.0,1468.3480224609375,5588.6640625,13228.2802734375,484.0,100.0,2156046.0,31233166.0,0.0
Dehejia-Wahba Sample,1.0,21.0,9.0,1.0,0.0,0.0,1.0,6416.47021484375,5749.3310546875,743.6666259765625,441.0,81.0,41171092.0,33054808.0,0.0
Dehejia-Wahba Sample,1.0,17.0,10.0,1.0,0.0,0.0,1.0,1291.468017578125,5793.85205078125,5522.7880859375,289.0,100.0,1667889.625,33568720.0,0.0
Dehejia-Wahba Sample,1.0,26.0,12.0,1.0,0.0,1.0,0.0,8408.76171875,5794.8310546875,1424.9439697265625,676.0,144.0,70707272.0,33580068.0,0.0
